time,wx,wy,wz
11.863,-0.75,-1.11,0.64
11.864,-0.81,-1.13,0.64
11.866,-0.88,-1.15,0.62
11.87,-0.94,-1.16,0.61
11.872,-1.01,-1.18,0.59
11.875,-1.08,-1.19,0.58
11.878,-1.15,-1.22,0.56
11.878,-1.22,-1.23,0.53
11.88,-1.29,-1.23,0.52
11.883,-1.37,-1.23,0.5
11.885,-1.42,-1.2,0.49
11.887,-1.48,-1.16,0.48
11.89,-1.52,-1.12,0.47
11.892,-1.56,-1.07,0.47
11.895,-1.58,-1.04,0.48
11.896,-1.59,-1.01,0.48
11.9,-1.59,-0.99,0.48
11.901,-1.58,-0.97,0.49
11.904,-1.56,-0.97,0.49
11.906,-1.54,-0.96,0.49
11.909,-1.51,-0.97,0.49
11.912,-1.47,-0.99,0.49
11.913,-1.42,-1,0.49
11.915,-1.38,-1.03,0.49
11.917,-1.32,-1.04,0.49
11.92,-1.27,-1.06,0.49
11.922,-1.21,-1.08,0.49
11.925,-1.15,-1.08,0.49
11.928,-1.09,-1.08,0.49
11.929,-1.03,-1.06,0.49
11.932,-0.97,-1.02,0.49
11.934,-0.91,-0.98,0.5
11.937,-0.84,-0.93,0.49
11.939,-0.78,-0.86,0.49
11.943,-0.71,-0.78,0.49
11.946,-0.63,-0.69,0.48
11.948,-0.56,-0.59,0.47
11.948,-0.49,-0.5,0.45
11.95,-0.41,-0.4,0.42
11.954,-0.33,-0.32,0.39
11.955,-0.26,-0.25,0.36
11.957,-0.18,-0.17,0.33
11.961,-0.1,-0.12,0.3
11.963,-0.01,-0.08,0.28
11.964,0.09,-0.07,0.26
11.966,0.19,-0.08,0.25
11.969,0.3,-0.13,0.25
11.976,0.43,-0.21,0.24
11.976,0.55,-0.31,0.23
11.977,0.66,-0.44,0.21
11.986,0.77,-0.58,0.18
11.986,0.86,-0.72,0.15
11.986,0.96,-0.87,0.13
11.987,1.03,-1.03,0.1
12.002,1.09,-1.19,0.06
12.003,1.14,-1.35,0.04
12.003,1.17,-1.52,0.02
12.003,1.19,-1.68,0.01
12.003,1.2,-1.82,0
12.003,1.18,-1.93,-0.01
12.003,1.15,-2.01,-0.02
12.004,1.1,-2.05,-0.03
12.005,1.03,-2.04,-0.03
12.009,0.95,-1.99,-0.02
12.012,0.85,-1.88,-0.01
12.012,0.74,-1.71,0.01
12.015,0.61,-1.49,0.03
12.017,0.45,-1.2,0.05
12.02,0.27,-0.82,0.07
12.022,0.05,-0.38,0.1
12.024,-0.19,0.12,0.12
12.027,-0.46,0.63,0.15
12.029,-0.74,1.13,0.18
12.032,-1.04,1.58,0.2
12.034,-1.32,1.96,0.21
12.036,-1.59,2.27,0.22
12.038,-1.83,2.5,0.23
12.041,-2.03,2.64,0.23
12.043,-2.19,2.72,0.23
12.045,-2.29,2.74,0.23
12.047,-2.34,2.71,0.23
12.05,-2.32,2.64,0.21
12.052,-2.22,2.54,0.19
12.054,-2.05,2.39,0.15
12.057,-1.82,2.19,0.1
12.059,-1.53,1.94,0.04
12.061,-1.22,1.64,-0.03
12.064,-0.88,1.29,-0.1
12.067,-0.54,0.9,-0.16
12.069,-0.22,0.49,-0.21
12.074,0.09,0.13,-0.23
12.075,0.34,-0.13,-0.22
12.078,0.52,-0.29,-0.17
12.078,0.63,-0.33,-0.1
12.081,0.65,-0.27,-0.02
12.083,0.6,-0.15,0.07
12.085,0.49,-0.01,0.19
12.098,0.31,0.14,0.31
12.099,0.08,0.26,0.45
12.099,-0.18,0.33,0.58
12.099,-0.44,0.33,0.69
12.099,-0.67,0.29,0.79
12.099,-0.88,0.21,0.87
12.102,-1.04,0.12,0.94
12.104,-1.18,0.01,1
12.106,-1.27,-0.11,1.03
12.111,-1.32,-0.23,1.04
12.113,-1.34,-0.34,1.01
12.116,-1.35,-0.42,0.96
12.116,-1.33,-0.47,0.89
12.117,-1.31,-0.47,0.8
12.119,-1.29,-0.43,0.69
12.122,-1.28,-0.33,0.59
12.126,-1.28,-0.2,0.48
12.128,-1.3,-0.04,0.39
12.129,-1.33,0.14,0.32
12.132,-1.38,0.33,0.26
12.134,-1.44,0.51,0.23
12.136,-1.5,0.68,0.21
12.138,-1.58,0.84,0.19
12.14,-1.66,0.98,0.2
12.144,-1.74,1.11,0.21
12.145,-1.8,1.21,0.23
12.147,-1.86,1.28,0.25
12.151,-1.9,1.34,0.27
12.152,-1.92,1.37,0.29
12.155,-1.93,1.38,0.3
12.157,-1.92,1.36,0.3
12.16,-1.9,1.33,0.3
12.162,-1.86,1.28,0.28
12.164,-1.82,1.19,0.27
12.166,-1.77,1.09,0.25
12.169,-1.71,0.97,0.24
12.172,-1.64,0.86,0.23
12.173,-1.56,0.74,0.22
12.177,-1.49,0.61,0.21
12.18,-1.42,0.47,0.22
12.181,-1.36,0.34,0.24
12.183,-1.31,0.22,0.26
12.185,-1.26,0.09,0.29
12.192,-1.22,-0.02,0.32
12.193,-1.19,-0.12,0.35
12.193,-1.16,-0.16,0.38
12.199,-1.14,-0.18,0.41
12.2,-1.13,-0.17,0.42
12.2,-1.12,-0.12,0.44
12.201,-1.12,-0.04,0.45
12.217,-1.12,0.04,0.46
12.218,-1.13,0.13,0.47
12.218,-1.14,0.23,0.47
12.218,-1.15,0.32,0.47
12.218,-1.18,0.42,0.47
12.219,-1.19,0.5,0.46
12.219,-1.21,0.58,0.45
12.22,-1.23,0.65,0.44
12.222,-1.26,0.72,0.42
12.224,-1.29,0.78,0.41
12.227,-1.31,0.84,0.4
12.229,-1.33,0.89,0.39
12.232,-1.36,0.94,0.38
12.233,-1.39,0.97,0.37
12.236,-1.41,1,0.36
12.238,-1.43,1.03,0.35
12.24,-1.45,1.06,0.34
12.243,-1.47,1.07,0.33
12.245,-1.48,1.08,0.32
12.247,-1.48,1.09,0.31
12.25,-1.49,1.08,0.3
12.253,-1.49,1.08,0.29
12.255,-1.48,1.06,0.28
12.257,-1.47,1.03,0.26
12.26,-1.45,1.01,0.25
12.262,-1.44,0.97,0.24
12.264,-1.42,0.93,0.22
12.266,-1.41,0.89,0.21
12.268,-1.39,0.85,0.19
12.272,-1.37,0.81,0.18
12.273,-1.35,0.78,0.16
12.276,-1.33,0.73,0.15
12.278,-1.31,0.69,0.14
12.28,-1.29,0.64,0.14
12.282,-1.26,0.59,0.14
12.285,-1.25,0.54,0.15
12.287,-1.23,0.5,0.15
12.29,-1.21,0.46,0.15
12.294,-1.2,0.43,0.16
12.294,-1.19,0.4,0.15
12.297,-1.18,0.37,0.15
12.299,-1.18,0.37,0.14
12.301,-1.17,0.37,0.14
12.306,-1.16,0.37,0.13
12.306,-1.15,0.39,0.12
12.308,-1.14,0.41,0.11
12.311,-1.13,0.44,0.1
12.313,-1.11,0.49,0.09
12.315,-1.09,0.51,0.08
12.318,-1.07,0.55,0.08
12.32,-1.06,0.59,0.07
12.323,-1.04,0.63,0.06
12.325,-1.03,0.67,0.05
12.327,-1.01,0.7,0.05
12.329,-1,0.74,0.04
12.332,-1,0.77,0.03
12.334,-0.99,0.79,0.02
12.336,-0.99,0.8,0.02
12.343,-0.99,0.8,0.02
12.344,-0.99,0.79,0.02
12.344,-0.99,0.78,0.01
12.348,-1,0.76,0.01
12.349,-1,0.73,0.01
12.35,-1.01,0.69,0.01
12.373,-1.01,0.66,0.01
12.373,-1.01,0.61,0.01
12.374,-1.02,0.56,0.01
12.374,-1.03,0.53,0
12.374,-1.03,0.49,0
12.374,-1.04,0.46,-0.01
12.374,-1.04,0.43,-0.02
12.374,-1.05,0.41,-0.02
12.375,-1.05,0.4,-0.03
12.375,-1.05,0.39,-0.04
12.376,-1.06,0.4,-0.04
12.378,-1.06,0.4,-0.05
12.38,-1.07,0.42,-0.05
12.383,-1.08,0.44,-0.06
12.385,-1.08,0.47,-0.06
12.387,-1.09,0.5,-0.06
12.391,-1.1,0.54,-0.07
12.393,-1.11,0.58,-0.07
12.394,-1.13,0.61,-0.07
12.397,-1.14,0.64,-0.07
12.399,-1.15,0.67,-0.07
12.401,-1.17,0.7,-0.07
12.403,-1.19,0.72,-0.07
12.406,-1.2,0.75,-0.07
12.408,-1.22,0.76,-0.07
12.411,-1.23,0.77,-0.07
12.413,-1.25,0.79,-0.08
12.416,-1.26,0.79,-0.08
12.419,-1.26,0.79,-0.08
12.42,-1.27,0.79,-0.09
12.423,-1.27,0.8,-0.1
12.425,-1.27,0.8,-0.1
12.427,-1.26,0.8,-0.12
12.43,-1.26,0.79,-0.13
12.433,-1.25,0.8,-0.14
12.434,-1.23,0.79,-0.16
12.437,-1.22,0.78,-0.18
12.443,-1.19,0.78,-0.2
12.444,-1.17,0.76,-0.22
12.445,-1.14,0.76,-0.24
12.447,-1.1,0.75,-0.27
12.448,-1.07,0.74,-0.3
12.45,-1.04,0.73,-0.32
12.453,-1.01,0.73,-0.35
12.472,-0.97,0.72,-0.38
12.473,-0.94,0.72,-0.4
12.473,-0.9,0.72,-0.42
12.473,-0.87,0.73,-0.44
12.473,-0.83,0.73,-0.45
12.474,-0.8,0.72,-0.46
12.474,-0.78,0.72,-0.47
12.474,-0.75,0.71,-0.47
12.474,-0.73,0.69,-0.48
12.476,-0.71,0.67,-0.47
12.487,-0.69,0.64,-0.47
12.487,-0.67,0.59,-0.46
12.487,-0.65,0.54,-0.45
12.487,-0.64,0.49,-0.44
12.488,-0.61,0.43,-0.43
12.491,-0.59,0.37,-0.41
12.495,-0.57,0.31,-0.4
12.497,-0.55,0.24,-0.38
12.497,-0.52,0.18,-0.36
12.499,-0.5,0.12,-0.35
12.502,-0.48,0.06,-0.33
12.504,-0.46,0,-0.31
12.506,-0.44,-0.05,-0.29
12.508,-0.42,-0.1,-0.27
12.514,-0.4,-0.15,-0.25
12.514,-0.38,-0.2,-0.22
12.515,-0.36,-0.26,-0.2
12.518,-0.34,-0.31,-0.17
12.52,-0.32,-0.36,-0.14
12.523,-0.3,-0.41,-0.11
12.525,-0.28,-0.44,-0.08
12.527,-0.26,-0.47,-0.04
12.529,-0.24,-0.48,-0.02
12.532,-0.21,-0.47,0.01
12.534,-0.17,-0.45,0.02
12.536,-0.13,-0.41,0.03
12.539,-0.08,-0.36,0.04
12.541,-0.03,-0.3,0.03
12.545,0.03,-0.22,0.02
12.547,0.1,-0.14,-0.01
12.548,0.18,-0.06,-0.04
12.55,0.26,0.01,-0.08
12.553,0.36,0.07,-0.13
12.555,0.46,0.12,-0.18
12.557,0.57,0.14,-0.24
12.56,0.68,0.14,-0.3
12.564,0.79,0.13,-0.35
12.564,0.9,0.1,-0.4
12.567,1.01,0.06,-0.44
12.57,1.12,0.02,-0.47
12.572,1.24,0.01,-0.49
12.574,1.35,0.01,-0.51
12.576,1.46,0.02,-0.53
12.58,1.57,0.04,-0.54
12.581,1.68,0.07,-0.56
12.583,1.78,0.11,-0.56
12.585,1.88,0.15,-0.56
12.588,1.98,0.18,-0.55
12.595,2.07,0.21,-0.53
12.595,2.16,0.24,-0.49
12.596,2.24,0.25,-0.45
12.599,2.32,0.26,-0.41
12.6,2.39,0.26,-0.36
12.602,2.46,0.24,-0.32
12.604,2.53,0.2,-0.28
12.625,2.6,0.16,-0.24
12.626,2.66,0.1,-0.19
12.626,2.72,0.04,-0.15
12.626,2.78,-0.01,-0.1
12.626,2.82,-0.07,-0.05
12.627,2.85,-0.11,-0.01
12.627,2.87,-0.14,0.03
12.627,2.88,-0.16,0.06
12.627,2.87,-0.17,0.08
12.628,2.85,-0.17,0.11
12.63,2.82,-0.16,0.12
12.633,2.77,-0.14,0.14
12.634,2.71,-0.12,0.15
12.636,2.64,-0.07,0.17
12.639,2.57,-0.01,0.18
12.641,2.51,0.05,0.2
12.644,2.45,0.12,0.2
12.648,2.4,0.18,0.2
12.651,2.35,0.24,0.19
12.651,2.32,0.27,0.17
12.653,2.3,0.3,0.15
12.655,2.29,0.3,0.11
12.657,2.3,0.26,0.06
12.659,2.32,0.2,0
12.662,2.35,0.12,-0.06
12.666,2.39,0,-0.12
12.667,2.43,-0.14,-0.18
12.669,2.49,-0.32,-0.25
12.671,2.54,-0.52,-0.31
12.674,2.6,-0.73,-0.36
12.676,2.66,-0.94,-0.41
12.679,2.71,-1.15,-0.46
12.68,2.75,-1.35,-0.49
12.683,2.78,-1.52,-0.52
12.685,2.8,-1.67,-0.54
12.687,2.82,-1.78,-0.56
12.69,2.82,-1.85,-0.56
12.692,2.82,-1.89,-0.56
12.694,2.82,-1.9,-0.56
12.698,2.81,-1.88,-0.55
12.699,2.79,-1.83,-0.54
12.701,2.78,-1.76,-0.52
12.704,2.77,-1.67,-0.5
12.706,2.75,-1.56,-0.49
12.708,2.72,-1.44,-0.47
12.711,2.69,-1.31,-0.45
12.713,2.65,-1.18,-0.43
12.715,2.6,-1.04,-0.41
12.717,2.55,-0.92,-0.38
12.72,2.5,-0.8,-0.36
12.722,2.44,-0.69,-0.33
12.727,2.39,-0.6,-0.3
12.728,2.33,-0.52,-0.27
12.736,2.28,-0.45,-0.23
12.736,2.22,-0.38,-0.2
12.737,2.17,-0.33,-0.16
12.737,2.12,-0.28,-0.12
12.739,2.07,-0.23,-0.08
12.756,2.03,-0.18,-0.04
12.757,1.99,-0.14,0.02
12.757,1.96,-0.11,0.08
12.757,1.93,-0.09,0.15
12.758,1.89,-0.08,0.2
12.758,1.87,-0.07,0.26
12.758,1.84,-0.06,0.31
12.758,1.81,-0.06,0.35
12.76,1.8,-0.07,0.39
12.762,1.79,-0.08,0.42
12.764,1.78,-0.1,0.45
12.766,1.77,-0.14,0.48
12.77,1.77,-0.19,0.5
12.771,1.77,-0.25,0.51
12.774,1.77,-0.32,0.52
12.776,1.78,-0.39,0.53
12.779,1.79,-0.48,0.54
12.781,1.81,-0.57,0.55
12.783,1.83,-0.66,0.55
12.785,1.85,-0.77,0.55
12.788,1.87,-0.87,0.56
12.791,1.89,-0.98,0.57
12.793,1.9,-1.1,0.58
12.796,1.92,-1.22,0.58
12.797,1.92,-1.34,0.59
12.799,1.93,-1.46,0.6
12.801,1.93,-1.57,0.6
12.804,1.93,-1.67,0.6
12.806,1.94,-1.78,0.6
12.809,1.94,-1.87,0.59
12.812,1.94,-1.96,0.58
12.814,1.94,-2.04,0.57
12.816,1.94,-2.11,0.56
12.818,1.93,-2.18,0.54
12.82,1.93,-2.24,0.52
12.822,1.93,-2.29,0.5
12.828,1.92,-2.33,0.48
12.829,1.91,-2.36,0.45
12.83,1.9,-2.38,0.42
12.834,1.89,-2.41,0.39
12.835,1.87,-2.43,0.37
12.837,1.86,-2.44,0.35
12.839,1.84,-2.44,0.33
12.854,1.82,-2.45,0.31
12.854,1.8,-2.45,0.29
12.854,1.77,-2.45,0.27
12.854,1.74,-2.45,0.25
12.855,1.7,-2.45,0.23
12.855,1.66,-2.43,0.21
12.856,1.62,-2.42,0.19
12.858,1.58,-2.41,0.17
12.86,1.53,-2.39,0.15
12.863,1.49,-2.35,0.15
12.865,1.44,-2.32,0.14
12.87,1.4,-2.27,0.14
12.87,1.35,-2.22,0.15
12.871,1.3,-2.17,0.16
12.873,1.25,-2.13,0.17
12.876,1.19,-2.08,0.18
12.878,1.13,-2.04,0.19
12.881,1.07,-2,0.19
12.883,1,-1.95,0.19
12.885,0.93,-1.9,0.2
12.887,0.86,-1.84,0.21
12.89,0.79,-1.77,0.22
12.892,0.72,-1.71,0.23
12.895,0.64,-1.64,0.25
12.898,0.57,-1.57,0.27
12.899,0.49,-1.5,0.28
12.901,0.41,-1.43,0.31
12.904,0.34,-1.37,0.33
12.906,0.27,-1.31,0.35
12.908,0.2,-1.25,0.37
12.911,0.13,-1.2,0.39
12.914,0.07,-1.18,0.41
12.915,0.01,-1.14,0.43
12.918,-0.06,-1.11,0.45
12.92,-0.11,-1.09,0.48
12.922,-0.16,-1.08,0.5
12.925,-0.21,-1.07,0.52
12.927,-0.25,-1.06,0.55
12.93,-0.3,-1.05,0.57
12.933,-0.33,-1.06,0.6
12.934,-0.37,-1.06,0.63
12.937,-0.4,-1.07,0.65
12.939,-0.44,-1.08,0.67
12.941,-0.47,-1.1,0.68
12.944,-0.51,-1.12,0.69
12.947,-0.54,-1.14,0.7
12.949,-0.59,-1.17,0.7
12.951,-0.63,-1.19,0.7
12.953,-0.68,-1.22,0.7
12.955,-0.73,-1.26,0.7
12.959,-0.78,-1.31,0.7
12.96,-0.83,-1.35,0.7
12.963,-0.89,-1.41,0.69
12.965,-0.95,-1.46,0.69
12.967,-1.01,-1.51,0.68
12.969,-1.07,-1.56,0.67
12.971,-1.13,-1.6,0.65
12.974,-1.19,-1.65,0.64
12.976,-1.26,-1.67,0.62
12.98,-1.31,-1.71,0.6
12.981,-1.37,-1.73,0.58
12.983,-1.42,-1.74,0.55
12.986,-1.46,-1.74,0.52
12.988,-1.49,-1.74,0.49
12.99,-1.51,-1.73,0.46
12.995,-1.53,-1.71,0.42
12.995,-1.55,-1.7,0.38
12.999,-1.54,-1.7,0.34
13,-1.54,-1.69,0.29
13.002,-1.52,-1.7,0.25
13.021,-1.5,-1.73,0.2
13.022,-1.46,-1.76,0.16
13.022,-1.42,-1.81,0.11
13.022,-1.36,-1.88,0.07
13.022,-1.29,-1.96,0.02
13.023,-1.2,-2.06,-0.02
13.024,-1.1,-2.17,-0.06
13.024,-0.98,-2.29,-0.1
13.025,-0.85,-2.4,-0.13
13.026,-0.71,-2.5,-0.16
13.027,-0.55,-2.58,-0.19
13.031,-0.39,-2.62,-0.21
13.035,-0.22,-2.62,-0.23
13.035,-0.05,-2.58,-0.25
13.036,0.12,-2.5,-0.25
13.039,0.28,-2.36,-0.23
13.041,0.43,-2.18,-0.2
13.043,0.56,-1.96,-0.16
13.046,0.67,-1.71,-0.11
13.048,0.76,-1.44,-0.04
13.05,0.83,-1.17,0.03
13.053,0.88,-0.91,0.11
13.055,0.92,-0.66,0.18
13.057,0.94,-0.44,0.26
13.059,0.95,-0.25,0.33
13.065,0.96,-0.09,0.39
13.065,0.96,0.06,0.45
13.067,0.96,0.16,0.5
13.069,0.96,0.2,0.55
13.071,0.95,0.21,0.6
13.073,0.94,0.17,0.64
13.079,0.92,0.13,0.68
13.08,0.91,0.04,0.71
13.081,0.89,-0.08,0.75
13.083,0.88,-0.21,0.78
13.085,0.88,-0.38,0.81
13.088,0.88,-0.57,0.84
13.09,0.88,-0.76,0.85
13.105,0.88,-0.95,0.87
13.106,0.88,-1.13,0.87
13.106,0.86,-1.29,0.86
13.106,0.84,-1.41,0.85
13.106,0.82,-1.51,0.82
13.107,0.77,-1.56,0.8
13.107,0.71,-1.53,0.77
13.109,0.61,-1.42,0.74
13.111,0.48,-1.22,0.73
13.114,0.31,-0.91,0.73
13.118,0.09,-0.47,0.73
13.118,-0.18,0.03,0.73
13.12,-0.47,0.59,0.73
13.122,-0.8,1.16,0.72
13.125,-1.13,1.71,0.71
13.127,-1.46,2.19,0.7
13.129,-1.77,2.59,0.68
13.133,-2.02,2.88,0.66
13.134,-2.2,3.09,0.65
13.136,-2.33,3.25,0.62
13.139,-2.38,3.37,0.57
13.141,-2.36,3.46,0.52
13.143,-2.27,3.49,0.44
13.149,-2.12,3.45,0.35
13.149,-1.92,3.29,0.24
13.151,-1.68,2.96,0.13
13.153,-1.39,2.44,0
13.155,-1.04,1.7,-0.16
13.157,-0.64,0.78,-0.33
13.16,-0.21,-0.22,-0.5
13.162,0.18,-1.16,-0.63
13.165,0.5,-1.87,-0.72
13.167,0.74,-2.35,-0.76
13.169,0.91,-2.61,-0.75
13.172,1,-2.71,-0.7
13.174,1.04,-2.71,-0.63
13.177,1.01,-2.61,-0.52
13.179,0.94,-2.46,-0.39
13.182,0.81,-2.26,-0.24
13.183,0.64,-2.02,-0.07
13.186,0.43,-1.76,0.1
13.188,0.2,-1.47,0.27
13.19,-0.04,-1.19,0.42
13.193,-0.28,-0.91,0.56
13.195,-0.51,-0.62,0.68
13.197,-0.72,-0.34,0.77
13.199,-0.9,-0.07,0.83
13.202,-1.06,0.22,0.87
13.204,-1.19,0.49,0.9
13.206,-1.31,0.74,0.92
13.214,-1.41,0.98,0.93
13.215,-1.51,1.2,0.94
13.215,-1.61,1.4,0.94
13.216,-1.72,1.59,0.95
13.219,-1.82,1.74,0.96
13.221,-1.93,1.86,0.98
13.223,-2.03,1.97,0.99
13.243,-2.12,2.05,0.99
13.244,-2.21,2.1,0.98
13.244,-2.29,2.12,0.97
13.244,-2.35,2.1,0.95
13.244,-2.4,2.05,0.93
13.244,-2.43,1.97,0.89
13.244,-2.44,1.87,0.84
13.245,-2.42,1.75,0.77
13.245,-2.38,1.61,0.7
13.246,-2.32,1.46,0.61
13.25,-2.24,1.3,0.52
13.252,-2.14,1.14,0.42
13.253,-2.02,0.97,0.33
13.256,-1.89,0.8,0.25
13.258,-1.77,0.63,0.18
13.261,-1.65,0.45,0.11
13.263,-1.53,0.27,0.07
13.265,-1.43,0.1,0.04
13.267,-1.35,-0.06,0.01
13.27,-1.27,-0.21,0.01
13.272,-1.21,-0.33,0.01
13.274,-1.17,-0.42,0.02
13.277,-1.14,-0.48,0.04
13.279,-1.12,-0.51,0.06
13.281,-1.11,-0.53,0.09
13.283,-1.12,-0.52,0.12
13.286,-1.12,-0.49,0.15
13.288,-1.14,-0.44,0.18
13.291,-1.16,-0.37,0.2
13.294,-1.18,-0.31,0.24
13.295,-1.22,-0.24,0.26
13.3,-1.26,-0.16,0.29
13.301,-1.31,-0.1,0.32
13.302,-1.35,-0.03,0.34
13.304,-1.4,0.04,0.36
13.307,-1.44,0.11,0.38
13.309,-1.49,0.17,0.4
13.314,-1.54,0.23,0.42
13.316,-1.57,0.29,0.44
13.316,-1.61,0.39,0.44
13.319,-1.64,0.48,0.44
13.321,-1.66,0.58,0.44
13.323,-1.69,0.69,0.44
13.326,-1.71,0.78,0.44
13.343,-1.72,0.87,0.44
13.344,-1.74,0.95,0.44
13.344,-1.75,1,0.44
13.344,-1.76,1.04,0.43
13.344,-1.77,1.07,0.42
13.345,-1.78,1.08,0.41
13.345,-1.78,1.08,0.4
13.345,-1.78,1.08,0.39
13.347,-1.76,1.06,0.37
13.352,-1.75,1.05,0.35
13.353,-1.73,1.03,0.34
13.354,-1.7,1,0.32
13.356,-1.67,0.97,0.31
13.358,-1.64,0.93,0.29
13.36,-1.61,0.89,0.28
13.364,-1.58,0.85,0.27
13.367,-1.55,0.81,0.25
13.369,-1.52,0.77,0.23
13.37,-1.49,0.72,0.22
13.372,-1.46,0.68,0.2
13.374,-1.44,0.63,0.19
13.377,-1.4,0.59,0.17
13.379,-1.37,0.55,0.16
13.381,-1.35,0.5,0.15
13.383,-1.33,0.47,0.14
13.386,-1.31,0.44,0.13
13.388,-1.3,0.41,0.12
13.39,-1.29,0.4,0.11
13.394,-1.28,0.4,0.1
13.397,-1.28,0.4,0.1
13.398,-1.27,0.41,0.1
13.402,-1.27,0.43,0.1
13.403,-1.27,0.46,0.1
13.404,-1.27,0.5,0.1
13.407,-1.27,0.54,0.1
13.409,-1.27,0.59,0.1
13.412,-1.27,0.64,0.1
13.414,-1.27,0.68,0.09
13.416,-1.27,0.74,0.09
13.419,-1.27,0.79,0.09
13.421,-1.28,0.84,0.09
13.423,-1.28,0.88,0.09
13.426,-1.29,0.91,0.09
13.428,-1.3,0.94,0.09
13.43,-1.3,0.97,0.09
13.435,-1.31,0.97,0.09
13.435,-1.32,0.97,0.09
13.437,-1.33,0.96,0.09
13.44,-1.34,0.94,0.09
13.442,-1.36,0.91,0.09
13.444,-1.37,0.87,0.09
13.447,-1.39,0.81,0.09
13.45,-1.4,0.75,0.1
13.454,-1.43,0.69,0.1
13.455,-1.45,0.61,0.1
13.456,-1.47,0.54,0.1
13.462,-1.48,0.48,0.09
13.463,-1.5,0.42,0.09
13.464,-1.52,0.37,0.09
13.467,-1.53,0.33,0.08
13.468,-1.54,0.3,0.07
13.47,-1.55,0.28,0.06
13.472,-1.56,0.27,0.04
13.475,-1.56,0.26,0.03
13.476,-1.57,0.29,0.01
13.479,-1.58,0.31,0
13.482,-1.57,0.33,-0.02
13.483,-1.57,0.37,-0.03
13.486,-1.57,0.41,-0.04
13.488,-1.56,0.45,-0.05
13.49,-1.55,0.5,-0.05
13.493,-1.54,0.54,-0.06
13.495,-1.53,0.58,-0.07
13.497,-1.52,0.63,-0.07
13.5,-1.5,0.66,-0.07
13.502,-1.48,0.7,-0.08
13.504,-1.45,0.73,-0.08
13.507,-1.42,0.75,-0.09
13.509,-1.39,0.77,-0.1
13.512,-1.36,0.78,-0.11
13.514,-1.32,0.77,-0.12
13.518,-1.28,0.77,-0.13
13.519,-1.24,0.75,-0.15
13.521,-1.2,0.74,-0.17
13.523,-1.15,0.72,-0.2
13.526,-1.1,0.71,-0.23
13.528,-1.05,0.7,-0.26
13.531,-1,0.7,-0.29
13.534,-0.95,0.69,-0.32
13.535,-0.9,0.7,-0.35
13.537,-0.86,0.7,-0.38
13.54,-0.81,0.71,-0.4
13.542,-0.77,0.71,-0.42
13.544,-0.73,0.72,-0.43
13.547,-0.7,0.72,-0.44
13.549,-0.67,0.72,-0.44
13.551,-0.64,0.71,-0.43
13.554,-0.63,0.71,-0.42
13.557,-0.61,0.69,-0.4
13.559,-0.6,0.68,-0.38
13.561,-0.6,0.65,-0.35
13.563,-0.6,0.63,-0.33
13.566,-0.6,0.59,-0.3
13.567,-0.6,0.56,-0.27
13.57,-0.61,0.52,-0.25
13.572,-0.6,0.48,-0.23
13.574,-0.61,0.43,-0.21
13.577,-0.59,0.36,-0.19
13.579,-0.58,0.3,-0.17
13.582,-0.57,0.23,-0.15
13.584,-0.56,0.15,-0.14
13.586,-0.54,0.06,-0.12
13.589,-0.53,-0.02,-0.11
13.591,-0.52,-0.11,-0.09
13.6,-0.51,-0.19,-0.07
13.6,-0.49,-0.27,-0.04
13.601,-0.48,-0.33,-0.02
13.602,-0.47,-0.37,0
13.609,-0.46,-0.4,0.03
13.61,-0.44,-0.41,0.05
13.61,-0.42,-0.4,0.08
13.61,-0.39,-0.38,0.1
13.628,-0.36,-0.34,0.12
13.629,-0.32,-0.28,0.13
13.629,-0.27,-0.22,0.14
13.629,-0.21,-0.15,0.13
13.629,-0.14,-0.08,0.13
13.629,-0.06,-0.01,0.11
13.629,0.03,0.05,0.08
13.63,0.13,0.1,0.04
13.63,0.23,0.14,-0.01
13.634,0.34,0.16,-0.06
13.635,0.45,0.15,-0.11
13.637,0.57,0.12,-0.15
13.639,0.68,0.08,-0.19
13.642,0.78,0.02,-0.21
13.644,0.88,-0.04,-0.24
13.647,0.98,-0.1,-0.25
13.65,1.08,-0.17,-0.24
13.653,1.17,-0.22,-0.24
13.654,1.26,-0.26,-0.22
13.656,1.36,-0.3,-0.21
13.658,1.45,-0.31,-0.2
13.661,1.56,-0.33,-0.2
13.663,1.66,-0.36,-0.22
13.666,1.78,-0.38,-0.25
13.668,1.9,-0.41,-0.27
13.67,2.01,-0.44,-0.29
13.672,2.13,-0.47,-0.31
13.674,2.24,-0.49,-0.31
13.677,2.34,-0.5,-0.3
13.679,2.44,-0.51,-0.28
13.682,2.54,-0.52,-0.26
13.685,2.64,-0.51,-0.24
13.686,2.73,-0.51,-0.23
13.689,2.81,-0.51,-0.22
13.691,2.88,-0.51,-0.2
13.694,2.95,-0.5,-0.18
13.696,3.01,-0.48,-0.16
13.698,3.05,-0.46,-0.13
13.702,3.09,-0.43,-0.1
13.703,3.11,-0.38,-0.07
13.705,3.11,-0.31,-0.04
13.709,3.11,-0.23,-0.02
13.709,3.09,-0.14,0
13.712,3.07,-0.05,0
13.714,3.03,0.04,0.01
13.72,2.99,0.14,0.01
13.721,2.94,0.23,0.01
13.721,2.88,0.32,0
13.723,2.82,0.4,-0.02
13.726,2.77,0.46,-0.04
13.729,2.73,0.51,-0.06
13.73,2.69,0.52,-0.08
