time,wx,wy,wz
36.466,1.74,-2.17,0.19
36.469,1.71,-2.17,0.19
36.470,1.67,-2.17,0.18
36.472,1.62,-2.17,0.19
36.475,1.57,-2.16,0.20
36.477,1.52,-2.15,0.21
36.503,1.46,-2.13,0.22
36.504,1.41,-2.10,0.24
36.504,1.35,-2.08,0.25
36.504,1.29,-2.04,0.26
36.505,1.22,-2.00,0.26
36.505,1.17,-1.96,0.27
36.505,1.10,-1.89,0.28
36.505,1.04,-1.84,0.28
36.505,0.99,-1.78,0.28
36.505,0.93,-1.69,0.26
36.505,0.87,-1.61,0.25
36.505,0.82,-1.54,0.25
36.507,0.75,-1.49,0.25
36.509,0.68,-1.44,0.26
36.511,0.62,-1.38,0.26
36.514,0.56,-1.32,0.27
36.517,0.49,-1.26,0.27
36.519,0.42,-1.20,0.27
36.521,0.36,-1.15,0.28
36.523,0.29,-1.10,0.30
36.525,0.22,-1.06,0.31
36.528,0.15,-1.04,0.34
36.530,0.08,-1.03,0.36
36.532,0.02,-1.01,0.39
36.535,-0.04,-0.99,0.41
36.537,-0.11,-0.97,0.43
36.539,-0.17,-0.95,0.45
36.542,-0.23,-0.92,0.47
36.544,-0.29,-0.89,0.49
36.546,-0.35,-0.85,0.51
36.549,-0.41,-0.82,0.52
36.552,-0.47,-0.80,0.53
36.554,-0.53,-0.78,0.53
36.556,-0.59,-0.75,0.53
36.558,-0.66,-0.72,0.53
36.562,-0.72,-0.69,0.52
36.573,-0.78,-0.66,0.51
36.573,-0.84,-0.64,0.50
36.574,-0.89,-0.62,0.49
36.574,-0.94,-0.62,0.46
36.574,-0.99,-0.63,0.43
36.575,-1.04,-0.65,0.41
36.578,-1.09,-0.71,0.39
36.583,-1.16,-0.77,0.38
36.583,-1.23,-0.83,0.37
36.584,-1.29,-0.90,0.37
36.586,-1.34,-0.96,0.36
36.588,-1.39,-1.01,0.35
36.590,-1.45,-1.06,0.34
36.593,-1.49,-1.10,0.32
36.595,-1.53,-1.14,0.30
36.615,-1.56,-1.16,0.27
36.616,-1.59,-1.19,0.24
36.616,-1.60,-1.21,0.21
36.616,-1.60,-1.24,0.17
36.616,-1.57,-1.28,0.13
36.617,-1.54,-1.30,0.08
36.617,-1.50,-1.32,0.02
36.617,-1.43,-1.38,-0.04
36.617,-1.37,-1.45,-0.09
36.619,-1.29,-1.52,-0.15
36.621,-1.21,-1.61,-0.21
36.623,-1.12,-1.72,-0.26
36.627,-1.02,-1.87,-0.31
36.628,-0.91,-2.06,-0.35
36.630,-0.80,-2.25,-0.38
36.632,-0.68,-2.45,-0.41
36.635,-0.54,-2.65,-0.42
36.638,-0.39,-2.84,-0.44
36.639,-0.24,-3.02,-0.45
36.642,-0.09,-3.16,-0.45
36.644,0.09,-3.29,-0.44
36.646,0.27,-3.36,-0.42
36.649,0.45,-3.37,-0.39
36.652,0.62,-3.31,-0.35
36.654,0.78,-3.18,-0.31
36.656,0.91,-2.99,-0.26
36.661,1.00,-2.72,-0.20
36.661,1.07,-2.41,-0.11
36.663,1.11,-2.04,-0.03
36.665,1.13,-1.64,0.07
36.670,1.13,-1.19,0.16
36.670,1.11,-0.75,0.24
36.672,1.08,-0.31,0.32
36.677,1.04,0.09,0.39
36.678,1.01,0.44,0.44
36.679,0.96,0.72,0.49
36.682,0.92,0.94,0.52
36.685,0.88,1.09,0.55
36.688,0.84,1.15,0.57
36.689,0.79,1.15,0.59
36.691,0.75,1.08,0.60
36.693,0.71,0.95,0.61
36.697,0.67,0.79,0.63
36.698,0.64,0.59,0.63
36.700,0.61,0.37,0.65
36.704,0.58,0.19,0.65
36.705,0.55,-0.00,0.66
36.707,0.52,-0.16,0.65
36.710,0.47,-0.28,0.64
36.713,0.41,-0.38,0.62
36.714,0.31,-0.43,0.59
36.716,0.19,-0.45,0.56
36.719,0.03,-0.40,0.52
36.721,-0.16,-0.30,0.47
36.724,-0.38,-0.16,0.42
36.726,-0.63,0.04,0.36
36.729,-0.89,0.29,0.31
36.735,-1.15,0.58,0.25
36.736,-1.40,0.87,0.21
36.736,-1.62,1.17,0.16
36.742,-1.80,1.43,0.12
36.742,-1.92,1.64,0.10
36.743,-2.00,1.83,0.08
36.744,-2.03,1.98,0.06
36.758,-2.00,2.11,0.06
36.759,-1.94,2.24,0.08
36.759,-1.84,2.35,0.10
36.759,-1.74,2.44,0.13
36.759,-1.61,2.47,0.17
36.759,-1.48,2.40,0.20
36.761,-1.35,2.18,0.21
36.763,-1.20,1.80,0.21
36.765,-1.04,1.28,0.16
36.769,-0.84,0.60,0.09
36.770,-0.66,-0.12,-0.00
36.772,-0.47,-0.88,-0.11
36.774,-0.32,-1.56,-0.21
36.777,-0.21,-2.09,-0.29
36.779,-0.16,-2.46,-0.34
36.781,-0.16,-2.65,-0.35
36.784,-0.21,-2.67,-0.32
36.788,-0.31,-2.54,-0.24
36.790,-0.45,-2.26,-0.12
36.792,-0.62,-1.87,0.02
36.793,-0.81,-1.42,0.15
36.795,-1.01,-0.93,0.27
36.798,-1.20,-0.44,0.38
36.800,-1.38,0.05,0.46
36.803,-1.53,0.50,0.54
36.805,-1.68,0.94,0.61
36.807,-1.79,1.30,0.67
36.809,-1.89,1.60,0.73
36.812,-1.97,1.81,0.79
36.815,-2.04,1.97,0.84
36.817,-2.11,2.06,0.88
36.820,-2.18,2.10,0.91
36.821,-2.24,2.09,0.94
36.823,-2.29,2.05,0.96
36.828,-2.33,1.98,0.97
36.829,-2.38,1.91,0.98
36.831,-2.40,1.84,0.99
36.833,-2.40,1.78,0.99
36.838,-2.38,1.71,0.98
36.838,-2.34,1.62,0.97
36.840,-2.27,1.53,0.95
36.842,-2.19,1.43,0.92
36.844,-2.07,1.33,0.87
36.847,-1.95,1.25,0.80
36.849,-1.80,1.19,0.73
36.853,-1.66,1.11,0.65
36.856,-1.52,1.03,0.57
36.856,-1.39,0.94,0.48
36.858,-1.28,0.83,0.40
36.860,-1.19,0.72,0.31
36.863,-1.12,0.59,0.22
36.868,-1.08,0.46,0.15
36.869,-1.05,0.34,0.08
36.870,-1.04,0.25,0.02
36.872,-1.04,0.17,-0.03
36.875,-1.06,0.10,-0.06
36.877,-1.08,0.06,-0.08
36.906,-1.10,0.03,-0.10
36.907,-1.14,0.01,-0.10
36.907,-1.17,-0.01,-0.11
36.907,-1.21,-0.03,-0.10
36.907,-1.25,-0.05,-0.10
36.907,-1.29,-0.07,-0.10
36.908,-1.33,-0.09,-0.09
36.908,-1.36,-0.11,-0.07
36.908,-1.39,-0.12,-0.05
36.908,-1.42,-0.11,-0.02
36.908,-1.43,-0.09,0.00
36.908,-1.44,-0.03,0.02
36.908,-1.44,0.04,0.04
36.910,-1.45,0.10,0.06
36.913,-1.45,0.15,0.09
36.915,-1.45,0.19,0.12
36.917,-1.45,0.21,0.15
36.919,-1.45,0.23,0.18
36.923,-1.44,0.25,0.21
36.926,-1.44,0.30,0.24
36.927,-1.43,0.34,0.28
36.929,-1.41,0.40,0.31
36.930,-1.40,0.45,0.34
36.932,-1.39,0.50,0.37
36.935,-1.39,0.54,0.40
36.938,-1.39,0.57,0.43
36.940,-1.39,0.60,0.45
36.942,-1.40,0.62,0.47
36.944,-1.40,0.65,0.47
36.947,-1.40,0.68,0.48
36.949,-1.40,0.71,0.48
36.953,-1.39,0.73,0.47
36.955,-1.39,0.76,0.46
36.957,-1.39,0.78,0.44
36.958,-1.39,0.80,0.41
36.962,-1.40,0.82,0.38
36.963,-1.40,0.83,0.35
36.970,-1.41,0.85,0.31
36.970,-1.40,0.86,0.27
36.971,-1.39,0.87,0.24
36.972,-1.37,0.89,0.21
36.975,-1.35,0.91,0.18
36.977,-1.33,0.91,0.15
36.980,-1.31,0.92,0.13
37.000,-1.29,0.93,0.10
37.001,-1.27,0.94,0.08
37.001,-1.25,0.93,0.06
37.001,-1.23,0.92,0.04
37.001,-1.22,0.91,0.03
37.001,-1.20,0.91,0.02
37.002,-1.19,0.90,0.02
37.002,-1.18,0.91,0.01
37.002,-1.18,0.92,0.00
37.003,-1.18,0.93,0.01
37.005,-1.20,0.94,0.01
37.007,-1.20,0.94,0.01
37.010,-1.21,0.94,0.01
37.012,-1.23,0.94,0.01
37.014,-1.24,0.93,0.01
37.017,-1.25,0.92,0.01
37.020,-1.26,0.90,0.01
37.022,-1.27,0.88,0.00
37.026,-1.27,0.85,0.00
37.026,-1.27,0.82,0.00
37.029,-1.27,0.79,-0.00
37.030,-1.27,0.75,-0.01
37.033,-1.26,0.71,-0.01
37.035,-1.26,0.67,-0.02
37.038,-1.25,0.64,-0.03
37.040,-1.24,0.62,-0.04
37.042,-1.24,0.60,-0.05
37.045,-1.24,0.58,-0.07
37.047,-1.25,0.57,-0.08
37.049,-1.25,0.56,-0.08
37.051,-1.27,0.56,-0.09
37.057,-1.27,0.57,-0.10
37.057,-1.27,0.58,-0.10
37.058,-1.28,0.61,-0.11
37.061,-1.28,0.64,-0.11
37.063,-1.28,0.69,-0.11
37.066,-1.28,0.72,-0.12
37.068,-1.29,0.75,-0.12
37.071,-1.30,0.78,-0.11
37.072,-1.30,0.80,-0.12
37.075,-1.31,0.81,-0.12
37.077,-1.32,0.82,-0.12
37.080,-1.32,0.81,-0.12
37.082,-1.32,0.81,-0.12
37.084,-1.33,0.80,-0.12
37.088,-1.32,0.78,-0.13
37.090,-1.31,0.77,-0.13
37.091,-1.31,0.75,-0.14
37.093,-1.30,0.74,-0.15
37.096,-1.29,0.73,-0.16
37.098,-1.28,0.73,-0.17
37.100,-1.27,0.75,-0.19
37.103,-1.25,0.76,-0.20
37.107,-1.23,0.78,-0.21
37.107,-1.22,0.80,-0.23
37.110,-1.20,0.81,-0.24
37.112,-1.19,0.84,-0.25
37.114,-1.17,0.87,-0.25
37.121,-1.15,0.89,-0.26
37.121,-1.12,0.92,-0.27
37.123,-1.10,0.95,-0.28
37.124,-1.07,0.98,-0.29
37.126,-1.04,1.01,-0.30
37.129,-1.01,1.04,-0.31
37.131,-0.98,1.05,-0.32
37.157,-0.95,1.07,-0.33
37.158,-0.92,1.07,-0.34
37.158,-0.89,1.07,-0.35
37.158,-0.85,1.06,-0.36
37.159,-0.82,1.04,-0.38
37.159,-0.78,1.02,-0.39
37.159,-0.74,1.00,-0.41
37.159,-0.70,0.97,-0.41
37.160,-0.66,0.94,-0.42
37.160,-0.62,0.91,-0.42
37.160,-0.58,0.87,-0.42
37.160,-0.54,0.83,-0.42
37.161,-0.50,0.79,-0.41
37.163,-0.46,0.75,-0.39
37.166,-0.42,0.70,-0.38
37.168,-0.39,0.65,-0.36
37.170,-0.35,0.58,-0.33
37.175,-0.32,0.51,-0.31
37.175,-0.30,0.45,-0.29
37.177,-0.27,0.38,-0.27
37.179,-0.24,0.31,-0.24
37.182,-0.22,0.25,-0.22
37.184,-0.20,0.18,-0.20
37.187,-0.18,0.12,-0.18
37.189,-0.16,0.06,-0.16
37.191,-0.14,0.01,-0.15
37.193,-0.12,-0.03,-0.13
37.195,-0.10,-0.08,-0.12
37.198,-0.07,-0.11,-0.11
37.200,-0.05,-0.15,-0.10
37.202,-0.02,-0.18,-0.10
37.206,0.02,-0.19,-0.09
37.207,0.05,-0.20,-0.10
37.209,0.10,-0.21,-0.10
37.212,0.15,-0.21,-0.11
37.214,0.21,-0.23,-0.13
37.217,0.28,-0.25,-0.15
37.219,0.35,-0.27,-0.18
37.222,0.43,-0.30,-0.21
37.224,0.51,-0.34,-0.25
37.226,0.60,-0.38,-0.30
37.229,0.70,-0.41,-0.34
37.230,0.80,-0.43,-0.38
37.234,0.91,-0.45,-0.41
37.235,1.01,-0.47,-0.44
37.238,1.12,-0.48,-0.46
37.240,1.23,-0.50,-0.49
37.242,1.35,-0.52,-0.50
37.244,1.46,-0.55,-0.51
37.247,1.58,-0.56,-0.52
37.253,1.70,-0.57,-0.52
37.253,1.83,-0.58,-0.53
37.257,1.96,-0.58,-0.52
37.257,2.09,-0.56,-0.52
37.259,2.21,-0.53,-0.51
37.264,2.31,-0.50,-0.50
37.264,2.41,-0.46,-0.49
37.292,2.48,-0.41,-0.48
37.292,2.54,-0.37,-0.47
37.292,2.59,-0.34,-0.46
37.292,2.63,-0.31,-0.44
37.293,2.67,-0.30,-0.42
37.293,2.71,-0.30,-0.40
37.293,2.76,-0.31,-0.37
37.293,2.81,-0.31,-0.35
37.293,2.86,-0.30,-0.32
37.294,2.90,-0.27,-0.28
37.294,2.93,-0.23,-0.24
37.294,2.95,-0.19,-0.19
37.294,2.96,-0.15,-0.15
37.299,2.94,-0.09,-0.10
37.299,2.94,-0.03,-0.04
37.300,2.92,0.03,0.02
37.303,2.89,0.08,0.08
37.306,2.85,0.11,0.13
37.308,2.80,0.13,0.18
37.310,2.74,0.13,0.21
37.312,2.68,0.09,0.24
37.314,2.62,0.05,0.27
37.317,2.55,-0.02,0.28
37.319,2.49,-0.11,0.29
37.322,2.44,-0.22,0.29
37.324,2.39,-0.35,0.27
37.326,2.36,-0.50,0.25
37.330,2.33,-0.65,0.23
37.331,2.33,-0.82,0.19
37.333,2.33,-1.00,0.15
37.335,2.34,-1.18,0.11
37.338,2.37,-1.38,0.07
37.340,2.41,-1.57,0.03
37.342,2.45,-1.73,-0.02
37.345,2.50,-1.88,-0.07
37.347,2.55,-2.00,-0.12
37.350,2.59,-2.09,-0.16
37.352,2.63,-2.14,-0.20
37.354,2.67,-2.15,-0.24
37.357,2.70,-2.11,-0.28
37.359,2.72,-2.03,-0.31
37.361,2.72,-1.90,-0.34
37.363,2.71,-1.75,-0.35
37.366,2.68,-1.59,-0.36
37.368,2.62,-1.44,-0.36
37.371,2.55,-1.30,-0.34
37.373,2.47,-1.19,-0.31
37.375,2.37,-1.09,-0.27
37.377,2.27,-1.03,-0.21
37.380,2.17,-0.98,-0.14
37.382,2.08,-0.94,-0.08
37.387,1.99,-0.91,-0.02
37.388,1.91,-0.90,0.04
37.389,1.86,-0.89,0.10
37.392,1.82,-0.89,0.15
37.393,1.81,-0.88,0.20
37.396,1.82,-0.85,0.23
37.399,1.86,-0.81,0.25
37.427,1.92,-0.73,0.27
37.427,1.99,-0.65,0.26
37.428,2.06,-0.56,0.26
37.428,2.13,-0.49,0.25
37.428,2.19,-0.42,0.24
37.428,2.24,-0.39,0.24
37.428,2.28,-0.38,0.23
37.428,2.31,-0.40,0.22
37.428,2.32,-0.44,0.21
37.428,2.33,-0.49,0.20
37.429,2.32,-0.55,0.20
37.429,2.32,-0.62,0.19
37.432,2.32,-0.67,0.18
37.432,2.32,-0.73,0.18
37.434,2.33,-0.78,0.17
37.435,2.34,-0.84,0.16
37.438,2.36,-0.89,0.16
37.443,2.38,-0.93,0.17
37.443,2.40,-0.97,0.17
37.444,2.41,-1.00,0.18
37.447,2.43,-1.03,0.20
37.449,2.43,-1.06,0.23
37.451,2.43,-1.10,0.26
37.455,2.43,-1.13,0.29
37.457,2.41,-1.15,0.32
37.459,2.39,-1.18,0.35
37.461,2.37,-1.20,0.38
37.463,2.34,-1.24,0.41
37.465,2.31,-1.28,0.44
37.468,2.27,-1.34,0.47
37.470,2.23,-1.41,0.50
37.473,2.19,-1.52,0.52
37.476,2.15,-1.63,0.55
37.477,2.12,-1.74,0.57
37.480,2.08,-1.85,0.59
37.482,2.05,-1.95,0.60
37.489,2.03,-2.06,0.61
37.489,2.00,-2.16,0.61
37.490,1.98,-2.25,0.61
37.527,1.96,-2.33,0.61
37.528,1.94,-2.41,0.61
37.528,1.93,-2.47,0.61
37.529,1.91,-2.51,0.60
37.529,1.89,-2.55,0.60
37.529,1.88,-2.59,0.60
37.529,1.86,-2.61,0.61
37.530,1.84,-2.63,0.61
37.530,1.82,-2.64,0.61
37.530,1.80,-2.65,0.61
37.530,1.77,-2.64,0.61
37.531,1.74,-2.61,0.61
37.531,1.70,-2.57,0.61
37.531,1.66,-2.52,0.61
37.532,1.63,-2.46,0.61
37.532,1.58,-2.37,0.60
37.532,1.53,-2.28,0.59
37.532,1.48,-2.19,0.58
37.533,1.43,-2.10,0.57
37.535,1.36,-2.00,0.57
37.539,1.29,-1.90,0.56
37.541,1.23,-1.79,0.57
37.543,1.16,-1.67,0.58
37.545,1.08,-1.54,0.58
37.547,1.00,-1.40,0.58
37.549,0.92,-1.29,0.58
37.552,0.82,-1.21,0.59
37.554,0.73,-1.14,0.60
37.558,0.63,-1.08,0.62
37.559,0.54,-1.02,0.63
37.561,0.44,-0.97,0.64
37.563,0.35,-0.92,0.65
37.566,0.26,-0.87,0.66
37.568,0.17,-0.83,0.67
37.570,0.08,-0.78,0.69
37.573,0.01,-0.76,0.70
37.575,-0.07,-0.73,0.70
37.577,-0.16,-0.70,0.71
37.579,-0.23,-0.68,0.71
37.582,-0.31,-0.65,0.70
37.585,-0.39,-0.62,0.69
37.587,-0.47,-0.60,0.69
37.591,-0.54,-0.60,0.68
37.592,-0.61,-0.60,0.68
37.594,-0.68,-0.60,0.68
37.596,-0.76,-0.60,0.67
37.598,-0.82,-0.61,0.66
37.601,-0.89,-0.62,0.64
37.603,-0.95,-0.64,0.63
37.605,-1.01,-0.66,0.61
37.609,-1.07,-0.69,0.59
37.610,-1.13,-0.73,0.57
37.612,-1.19,-0.75,0.54
37.615,-1.24,-0.79,0.52
37.617,-1.29,-0.83,0.48
37.623,-1.33,-0.86,0.45
37.623,-1.36,-0.89,0.42
37.625,-1.39,-0.93,0.38
37.626,-1.42,-0.96,0.34
37.630,-1.43,-1.00,0.29
37.631,-1.44,-1.03,0.25
37.633,-1.45,-1.07,0.21
37.656,-1.44,-1.13,0.16
37.657,-1.43,-1.19,0.12
37.657,-1.42,-1.26,0.07
37.657,-1.40,-1.34,0.02
37.657,-1.38,-1.44,-0.02
37.657,-1.36,-1.55,-0.06
37.657,-1.33,-1.68,-0.11
37.658,-1.29,-1.81,-0.16
37.658,-1.25,-1.97,-0.20
37.658,-1.21,-2.14,-0.23
37.659,-1.16,-2.31,-0.26
37.661,-1.11,-2.48,-0.28
37.663,-1.06,-2.65,-0.29
37.666,-1.01,-2.79,-0.30
37.668,-0.95,-2.90,-0.29
37.670,-0.88,-2.96,-0.29
37.673,-0.81,-2.97,-0.27
37.676,-0.73,-2.94,-0.25
37.677,-0.65,-2.87,-0.23
37.680,-0.55,-2.75,-0.19
37.682,-0.44,-2.59,-0.16
37.685,-0.32,-2.40,-0.11
37.687,-0.22,-2.17,-0.06
37.690,-0.11,-1.93,-0.00
37.693,-0.02,-1.65,0.06
37.694,0.06,-1.37,0.13
37.696,0.13,-1.08,0.20
37.698,0.19,-0.79,0.26
37.700,0.25,-0.53,0.31
37.703,0.31,-0.27,0.34
37.706,0.37,-0.02,0.37
37.708,0.44,0.19,0.39
37.710,0.52,0.37,0.41
37.713,0.59,0.50,0.43
37.722,0.67,0.57,0.44
37.723,0.74,0.58,0.44
37.723,0.80,0.53,0.45
37.723,0.84,0.42,0.45
37.724,0.88,0.28,0.45
37.727,0.92,0.10,0.44
37.730,0.94,-0.10,0.43
37.732,0.96,-0.30,0.42
37.739,0.98,-0.49,0.40
37.739,0.98,-0.64,0.35
37.739,0.96,-0.76,0.28
37.740,0.93,-0.84,0.19
37.743,0.86,-0.88,0.08
37.745,0.74,-0.83,-0.03
37.747,0.58,-0.68,-0.12
37.750,0.36,-0.44,-0.21
37.768,0.11,-0.13,-0.30
37.769,-0.16,0.23,-0.38
37.769,-0.42,0.62,-0.45
37.769,-0.66,0.99,-0.51
37.769,-0.85,1.35,-0.54
37.769,-0.97,1.67,-0.55
37.769,-1.02,1.95,-0.55
37.769,-1.01,2.19,-0.52
37.770,-0.94,2.37,-0.48
37.774,-0.82,2.46,-0.43
37.775,-0.67,2.41,-0.37
37.777,-0.52,2.24,-0.30
37.780,-0.36,1.96,-0.23
37.782,-0.21,1.55,-0.16
37.784,-0.08,0.99,-0.11
37.787,0.02,0.33,-0.07
37.791,0.11,-0.41,-0.05
37.791,0.17,-1.15,-0.05
37.794,0.19,-1.80,-0.05
37.796,0.18,-2.32,-0.06
37.798,0.15,-2.67,-0.06
37.801,0.09,-2.82,-0.04
37.803,0.01,-2.81,-0.01
37.806,-0.10,-2.64,0.05
37.809,-0.25,-2.35,0.13
37.812,-0.43,-2.00,0.21
37.813,-0.62,-1.60,0.29
37.815,-0.81,-1.19,0.35
37.820,-1.00,-0.76,0.40
37.821,-1.18,-0.31,0.43
37.823,-1.36,0.15,0.45
37.827,-1.53,0.58,0.47
37.827,-1.69,0.98,0.49
37.830,-1.84,1.32,0.52
37.831,-1.98,1.59,0.57
37.834,-2.11,1.77,0.64
37.836,-2.24,1.90,0.71
37.838,-2.36,1.97,0.79
37.841,-2.47,2.00,0.87
37.843,-2.58,1.99,0.95
37.845,-2.68,1.95,1.03
37.848,-2.76,1.91,1.10
37.850,-2.82,1.85,1.17
37.853,-2.87,1.80,1.23
37.855,-2.89,1.74,1.28
37.858,-2.87,1.66,1.31
37.860,-2.82,1.57,1.33
37.862,-2.74,1.45,1.34
37.864,-2.61,1.29,1.32
37.866,-2.46,1.11,1.29
37.870,-2.30,0.89,1.25
37.871,-2.12,0.65,1.19
37.879,-1.94,0.37,1.11
37.879,-1.76,0.11,1.03
37.880,-1.59,-0.14,0.95
37.881,-1.44,-0.37,0.87
37.883,-1.32,-0.56,0.79
37.885,-1.22,-0.70,0.73
37.887,-1.15,-0.80,0.67
37.890,-1.11,-0.87,0.62
37.894,-1.09,-0.88,0.58
37.894,-1.09,-0.85,0.55
37.896,-1.12,-0.78,0.51
37.899,-1.16,-0.69,0.48
37.901,-1.21,-0.57,0.46
37.907,-1.26,-0.47,0.43
37.908,-1.32,-0.36,0.40
37.911,-1.38,-0.25,0.37
37.911,-1.43,-0.14,0.33
37.913,-1.49,-0.05,0.30
37.915,-1.55,0.02,0.26
37.918,-1.59,0.06,0.24
37.942,-1.63,0.09,0.21
37.943,-1.65,0.12,0.19
37.943,-1.67,0.15,0.16
37.943,-1.69,0.15,0.15
37.943,-1.70,0.15,0.15
37.943,-1.72,0.15,0.17
37.943,-1.73,0.16,0.20
37.943,-1.73,0.19,0.23
37.943,-1.72,0.23,0.26
37.943,-1.71,0.29,0.29
37.953,-1.69,0.34,0.33
37.953,-1.67,0.39,0.36
37.953,-1.65,0.44,0.39
37.953,-1.63,0.50,0.41
37.953,-1.60,0.54,0.44
37.954,-1.58,0.59,0.45
37.956,-1.56,0.62,0.46
37.959,-1.55,0.66,0.48
37.961,-1.53,0.70,0.49
37.963,-1.53,0.74,0.50
37.966,-1.53,0.77,0.50
37.968,-1.53,0.80,0.49
37.970,-1.52,0.82,0.48
37.973,-1.52,0.84,0.46
37.975,-1.50,0.86,0.44
37.977,-1.49,0.88,0.42
37.980,-1.48,0.89,0.40
37.982,-1.46,0.91,0.39
37.984,-1.44,0.91,0.37
37.987,-1.43,0.89,0.36
37.991,-1.42,0.88,0.35
37.992,-1.40,0.86,0.33
37.994,-1.39,0.83,0.32
37.996,-1.37,0.81,0.31
37.998,-1.35,0.78,0.29
38.001,-1.33,0.75,0.28
38.004,-1.31,0.72,0.26
38.005,-1.29,0.70,0.25
38.008,-1.27,0.67,0.24
38.010,-1.26,0.64,0.23
38.013,-1.25,0.63,0.22
38.016,-1.24,0.61,0.22
38.017,-1.23,0.60,0.21
38.024,-1.22,0.59,0.21
38.025,-1.22,0.58,0.21
38.025,-1.22,0.58,0.21
38.030,-1.23,0.58,0.20
38.031,-1.24,0.58,0.21
38.034,-1.25,0.59,0.21
38.034,-1.26,0.58,0.20
38.036,-1.27,0.58,0.21
38.062,-1.29,0.59,0.21
38.062,-1.30,0.59,0.21
38.062,-1.32,0.58,0.22
38.062,-1.34,0.58,0.22
38.062,-1.36,0.57,0.22
38.063,-1.38,0.56,0.22
38.063,-1.39,0.55,0.22
38.063,-1.41,0.55,0.21
38.063,-1.41,0.57,0.20
38.064,-1.42,0.58,0.19
38.064,-1.43,0.59,0.18
38.064,-1.44,0.61,0.16
38.068,-1.46,0.61,0.15
38.069,-1.47,0.62,0.13
38.071,-1.49,0.64,0.12
38.073,-1.49,0.64,0.10
38.077,-1.50,0.65,0.08
38.079,-1.51,0.67,0.07
38.083,-1.52,0.69,0.04
38.083,-1.52,0.70,0.02
38.085,-1.52,0.72,0.00
38.087,-1.52,0.73,-0.02
38.090,-1.51,0.75,-0.05
38.094,-1.51,0.76,-0.07
38.096,-1.50,0.77,-0.10
38.098,-1.50,0.77,-0.12
38.099,-1.50,0.76,-0.15
38.101,-1.51,0.75,-0.18
38.104,-1.52,0.72,-0.20
38.106,-1.52,0.69,-0.22
38.108,-1.52,0.66,-0.23
38.111,-1.52,0.65,-0.25
38.113,-1.52,0.64,-0.27
38.115,-1.51,0.63,-0.28
38.117,-1.50,0.64,-0.30
38.120,-1.49,0.64,-0.31
38.122,-1.48,0.66,-0.32
38.127,-1.47,0.67,-0.33
38.127,-1.45,0.69,-0.34
38.131,-1.43,0.72,-0.35
38.132,-1.41,0.75,-0.36
38.134,-1.38,0.78,-0.36
38.136,-1.35,0.80,-0.36
38.138,-1.32,0.83,-0.37
38.141,-1.28,0.86,-0.36
38.143,-1.25,0.89,-0.36
38.145,-1.21,0.91,-0.36
38.148,-1.17,0.92,-0.35
38.150,-1.13,0.94,-0.35
38.152,-1.08,0.94,-0.34
38.158,-1.04,0.94,-0.34
38.159,-0.99,0.94,-0.33
38.159,-0.94,0.93,-0.33
38.163,-0.90,0.92,-0.32
38.164,-0.86,0.92,-0.31
38.166,-0.83,0.91,-0.30
38.169,-0.79,0.91,-0.29
38.196,-0.76,0.92,-0.28
38.197,-0.72,0.90,-0.26
38.197,-0.68,0.89,-0.25
38.197,-0.64,0.86,-0.23
38.197,-0.61,0.82,-0.22
38.197,-0.57,0.77,-0.20
38.197,-0.54,0.71,-0.18
38.198,-0.50,0.64,-0.17
38.198,-0.47,0.55,-0.16
38.198,-0.44,0.46,-0.14
38.198,-0.41,0.36,-0.13
38.198,-0.38,0.27,-0.13
38.199,-0.36,0.17,-0.12
38.201,-0.33,0.08,-0.11
38.203,-0.31,0.00,-0.10
38.205,-0.29,-0.07,-0.10
38.208,-0.28,-0.12,-0.10
38.211,-0.26,-0.16,-0.09
38.214,-0.24,-0.21,-0.09
38.215,-0.23,-0.25,-0.08
38.217,-0.22,-0.26,-0.07
38.220,-0.20,-0.27,-0.07
38.222,-0.19,-0.27,-0.07
38.226,-0.16,-0.26,-0.07
38.228,-0.13,-0.24,-0.08
38.230,-0.09,-0.22,-0.09
38.231,-0.05,-0.20,-0.11
38.233,0.02,-0.20,-0.13
38.236,0.10,-0.21,-0.15
38.239,0.18,-0.22,-0.16
38.241,0.28,-0.24,-0.18
38.244,0.38,-0.27,-0.20
38.245,0.48,-0.30,-0.22
38.248,0.59,-0.32,-0.24
38.250,0.70,-0.33,-0.25
38.252,0.80,-0.34,-0.27
38.255,0.89,-0.33,-0.28
38.257,0.99,-0.33,-0.28
38.259,1.09,-0.32,-0.28
38.261,1.18,-0.32,-0.27
38.264,1.26,-0.30,-0.25
38.266,1.34,-0.27,-0.23
38.268,1.42,-0.24,-0.19
38.272,1.51,-0.20,-0.14
38.273,1.58,-0.13,-0.09
38.275,1.66,-0.08,-0.05
38.278,1.72,-0.03,-0.01
38.280,1.78,0.02,0.02
38.282,1.84,0.06,0.04
38.285,1.89,0.09,0.06
38.287,1.95,0.10,0.08
38.291,2.00,0.08,0.09
38.295,2.05,0.05,0.09
38.296,2.10,0.02,0.09
38.296,2.15,-0.04,0.08
38.299,2.20,-0.10,0.08
38.301,2.24,-0.15,0.09
38.303,2.27,-0.20,0.10
38.329,2.30,-0.23,0.12
38.329,2.32,-0.24,0.14
38.329,2.35,-0.24,0.16
38.329,2.36,-0.23,0.18
38.330,2.38,-0.20,0.20
38.330,2.40,-0.17,0.21
