time,wx,wy,wz
88.739,1.18,-1.48,0.16
88.741,1.11,-1.43,0.16
88.748,1.04,-1.38,0.15
88.752,0.96,-1.35,0.13
88.752,0.89,-1.33,0.13
88.752,0.82,-1.28,0.12
88.755,0.75,-1.24,0.13
88.755,0.69,-1.18,0.14
88.758,0.63,-1.12,0.16
88.760,0.57,-1.06,0.18
88.786,0.52,-1.00,0.20
88.787,0.47,-0.94,0.23
88.787,0.41,-0.89,0.25
88.787,0.37,-0.85,0.27
88.787,0.32,-0.81,0.29
88.787,0.27,-0.79,0.32
88.788,0.22,-0.78,0.33
88.788,0.17,-0.76,0.35
88.788,0.13,-0.75,0.36
88.788,0.08,-0.75,0.36
88.788,0.04,-0.74,0.36
88.788,-0.01,-0.72,0.36
88.792,-0.05,-0.70,0.36
88.793,-0.10,-0.68,0.35
88.797,-0.14,-0.68,0.34
88.798,-0.18,-0.70,0.33
88.800,-0.23,-0.72,0.32
88.804,-0.28,-0.75,0.31
88.806,-0.33,-0.79,0.30
88.806,-0.38,-0.83,0.30
88.808,-0.43,-0.87,0.29
88.810,-0.48,-0.92,0.28
88.813,-0.52,-0.97,0.27
88.816,-0.57,-1.01,0.26
88.818,-0.61,-1.05,0.25
88.820,-0.65,-1.09,0.23
88.822,-0.69,-1.12,0.22
88.825,-0.72,-1.16,0.21
88.828,-0.75,-1.19,0.21
88.829,-0.77,-1.22,0.20
88.832,-0.80,-1.25,0.20
88.834,-0.82,-1.28,0.19
88.836,-0.84,-1.31,0.18
88.839,-0.85,-1.35,0.17
88.841,-0.86,-1.39,0.15
88.843,-0.86,-1.45,0.13
88.846,-0.86,-1.51,0.12
88.848,-0.86,-1.59,0.10
88.851,-0.85,-1.69,0.08
88.853,-0.84,-1.81,0.05
88.855,-0.83,-1.92,0.03
88.858,-0.80,-2.04,0.00
88.859,-0.77,-2.17,-0.02
88.862,-0.74,-2.30,-0.04
88.864,-0.69,-2.42,-0.06
88.867,-0.65,-2.53,-0.08
88.869,-0.59,-2.63,-0.10
88.871,-0.53,-2.71,-0.11
88.874,-0.46,-2.78,-0.12
88.876,-0.38,-2.82,-0.12
88.879,-0.30,-2.84,-0.11
88.881,-0.21,-2.82,-0.10
88.883,-0.13,-2.75,-0.09
88.886,-0.05,-2.65,-0.07
88.888,0.04,-2.49,-0.05
88.890,0.12,-2.30,-0.04
88.892,0.19,-2.06,-0.02
88.898,0.26,-1.79,0.01
88.899,0.33,-1.50,0.04
88.899,0.39,-1.22,0.08
88.905,0.44,-0.92,0.11
88.905,0.49,-0.65,0.14
88.906,0.53,-0.41,0.17
88.908,0.57,-0.18,0.19
88.932,0.62,0.02,0.20
88.932,0.65,0.18,0.21
88.932,0.68,0.32,0.21
88.932,0.70,0.41,0.21
88.933,0.73,0.45,0.22
88.933,0.74,0.45,0.23
88.933,0.76,0.41,0.22
88.933,0.77,0.33,0.23
88.934,0.79,0.20,0.24
88.934,0.80,0.05,0.25
88.934,0.81,-0.13,0.25
88.936,0.81,-0.32,0.26
88.939,0.81,-0.52,0.27
88.941,0.81,-0.71,0.26
88.943,0.80,-0.89,0.24
88.946,0.78,-1.06,0.21
88.948,0.74,-1.18,0.17
88.950,0.68,-1.25,0.13
88.953,0.58,-1.22,0.09
88.955,0.44,-1.11,0.05
88.958,0.28,-0.93,0.01
88.959,0.09,-0.68,-0.03
88.962,-0.13,-0.37,-0.05
88.964,-0.34,-0.04,-0.08
88.969,-0.55,0.29,-0.09
88.970,-0.73,0.62,-0.10
88.971,-0.88,0.94,-0.11
88.973,-0.98,1.22,-0.10
88.976,-1.02,1.48,-0.08
88.979,-1.01,1.70,-0.05
88.981,-0.94,1.89,-0.00
88.984,-0.85,2.07,0.05
88.985,-0.72,2.21,0.13
88.988,-0.59,2.30,0.20
88.990,-0.48,2.35,0.26
88.992,-0.41,2.31,0.31
88.996,-0.36,2.20,0.34
88.997,-0.34,2.00,0.36
88.999,-0.35,1.75,0.36
89.002,-0.39,1.48,0.36
89.004,-0.45,1.21,0.35
89.006,-0.51,0.96,0.33
89.008,-0.58,0.75,0.30
89.011,-0.66,0.58,0.28
89.014,-0.73,0.45,0.24
89.017,-0.80,0.36,0.21
89.020,-0.86,0.27,0.17
89.020,-0.92,0.21,0.12
89.022,-0.98,0.14,0.07
89.025,-1.04,0.09,0.01
89.027,-1.09,0.05,-0.05
89.032,-1.15,0.03,-0.11
89.032,-1.21,0.04,-0.16
89.038,-1.28,0.10,-0.20
89.039,-1.36,0.17,-0.21
89.039,-1.47,0.27,-0.21
89.041,-1.58,0.39,-0.18
89.043,-1.72,0.54,-0.12
89.065,-1.85,0.67,-0.05
89.065,-1.99,0.79,0.02
89.066,-2.14,0.89,0.12
89.066,-2.29,0.98,0.22
89.066,-2.43,1.07,0.33
89.066,-2.55,1.16,0.44
89.066,-2.64,1.23,0.55
89.066,-2.71,1.32,0.65
89.066,-2.75,1.40,0.73
89.067,-2.75,1.46,0.81
89.069,-2.72,1.52,0.86
89.071,-2.66,1.55,0.90
89.073,-2.58,1.57,0.91
89.076,-2.48,1.57,0.91
89.078,-2.37,1.55,0.89
89.080,-2.25,1.50,0.86
89.085,-2.12,1.42,0.83
89.085,-2.00,1.31,0.79
89.087,-1.87,1.17,0.76
89.090,-1.76,1.03,0.72
89.092,-1.66,0.88,0.68
89.094,-1.58,0.75,0.65
89.097,-1.52,0.62,0.61
89.100,-1.47,0.50,0.57
89.102,-1.44,0.39,0.54
89.105,-1.42,0.28,0.51
89.106,-1.42,0.21,0.49
89.109,-1.42,0.15,0.46
89.111,-1.42,0.10,0.44
89.113,-1.42,0.07,0.43
89.115,-1.42,0.08,0.41
89.119,-1.43,0.09,0.39
89.120,-1.45,0.11,0.37
89.122,-1.48,0.13,0.35
89.125,-1.50,0.14,0.32
89.127,-1.53,0.14,0.28
89.130,-1.55,0.14,0.24
89.132,-1.56,0.14,0.20
89.135,-1.58,0.14,0.14
89.137,-1.59,0.14,0.10
89.139,-1.61,0.14,0.05
89.141,-1.62,0.13,0.01
89.143,-1.64,0.14,-0.02
89.146,-1.66,0.14,-0.05
89.148,-1.67,0.14,-0.07
89.150,-1.67,0.15,-0.08
89.153,-1.67,0.18,-0.09
89.155,-1.66,0.23,-0.09
89.159,-1.63,0.31,-0.10
89.160,-1.60,0.39,-0.10
89.162,-1.57,0.45,-0.08
89.165,-1.54,0.50,-0.07
89.168,-1.52,0.55,-0.04
89.169,-1.50,0.59,-0.01
89.171,-1.48,0.63,0.03
89.174,-1.45,0.67,0.07
89.176,-1.42,0.71,0.11
89.178,-1.40,0.72,0.14
89.183,-1.38,0.73,0.18
89.183,-1.37,0.75,0.22
89.188,-1.36,0.74,0.26
89.189,-1.35,0.74,0.29
89.190,-1.35,0.75,0.32
89.192,-1.34,0.76,0.34
89.195,-1.33,0.77,0.36
89.219,-1.33,0.78,0.37
89.219,-1.32,0.78,0.37
89.220,-1.32,0.80,0.37
89.220,-1.31,0.79,0.37
89.220,-1.30,0.80,0.37
89.220,-1.29,0.81,0.36
89.220,-1.29,0.82,0.35
89.220,-1.28,0.83,0.34
89.220,-1.28,0.83,0.33
89.220,-1.28,0.83,0.32
89.221,-1.28,0.84,0.30
89.223,-1.28,0.84,0.29
89.226,-1.28,0.84,0.27
89.227,-1.28,0.84,0.25
89.229,-1.28,0.85,0.24
89.232,-1.28,0.85,0.22
89.234,-1.28,0.84,0.21
89.237,-1.28,0.84,0.20
89.239,-1.28,0.85,0.18
89.241,-1.28,0.83,0.16
89.243,-1.28,0.83,0.14
89.246,-1.27,0.81,0.13
89.248,-1.26,0.79,0.11
89.251,-1.25,0.77,0.10
89.253,-1.24,0.74,0.09
89.255,-1.23,0.71,0.09
89.259,-1.22,0.68,0.09
89.260,-1.20,0.65,0.10
89.262,-1.20,0.62,0.10
89.264,-1.20,0.59,0.10
89.268,-1.19,0.56,0.09
89.269,-1.19,0.54,0.09
89.271,-1.19,0.52,0.08
89.274,-1.19,0.49,0.08
89.276,-1.18,0.48,0.07
89.279,-1.18,0.47,0.07
89.286,-1.17,0.47,0.07
89.286,-1.17,0.48,0.06
89.286,-1.16,0.49,0.06
89.288,-1.16,0.52,0.06
89.290,-1.15,0.55,0.06
89.292,-1.15,0.59,0.05
89.295,-1.14,0.63,0.05
89.323,-1.13,0.68,0.04
89.323,-1.13,0.74,0.04
89.323,-1.13,0.77,0.03
89.323,-1.12,0.80,0.03
89.323,-1.12,0.82,0.02
89.324,-1.12,0.83,0.01
89.324,-1.12,0.83,0.01
89.324,-1.12,0.83,0.00
89.324,-1.12,0.83,-0.00
89.324,-1.12,0.82,-0.01
89.324,-1.12,0.81,-0.01
89.324,-1.11,0.79,-0.02
89.327,-1.11,0.79,-0.03
89.328,-1.10,0.77,-0.04
89.330,-1.10,0.77,-0.05
89.332,-1.09,0.77,-0.06
89.336,-1.08,0.77,-0.06
89.337,-1.08,0.77,-0.07
89.339,-1.07,0.78,-0.08
89.341,-1.06,0.79,-0.08
89.343,-1.06,0.81,-0.09
89.346,-1.05,0.82,-0.09
89.348,-1.05,0.84,-0.09
89.351,-1.05,0.86,-0.09
89.353,-1.04,0.86,-0.09
89.355,-1.04,0.87,-0.09
89.358,-1.03,0.88,-0.09
89.360,-1.02,0.88,-0.09
89.362,-1.00,0.88,-0.10
89.365,-0.99,0.87,-0.11
89.367,-0.97,0.86,-0.11
89.369,-0.95,0.85,-0.12
89.371,-0.92,0.83,-0.13
89.374,-0.90,0.81,-0.15
89.376,-0.88,0.78,-0.16
89.379,-0.84,0.75,-0.17
89.381,-0.82,0.74,-0.19
89.383,-0.78,0.72,-0.20
89.387,-0.74,0.69,-0.21
89.388,-0.70,0.68,-0.22
89.390,-0.65,0.65,-0.23
89.392,-0.61,0.63,-0.23
89.395,-0.57,0.60,-0.24
89.397,-0.53,0.56,-0.24
89.400,-0.49,0.53,-0.24
89.402,-0.45,0.48,-0.23
89.404,-0.41,0.44,-0.23
89.406,-0.37,0.39,-0.22
89.409,-0.33,0.34,-0.21
89.412,-0.29,0.29,-0.20
89.414,-0.26,0.25,-0.19
89.416,-0.23,0.20,-0.18
89.419,-0.20,0.16,-0.16
89.421,-0.17,0.12,-0.14
89.423,-0.14,0.07,-0.13
89.425,-0.12,0.02,-0.11
89.427,-0.10,-0.02,-0.09
89.430,-0.07,-0.06,-0.07
89.434,-0.05,-0.10,-0.05
89.438,-0.03,-0.13,-0.04
89.438,-0.00,-0.15,-0.02
89.439,0.03,-0.15,-0.01
89.441,0.07,-0.17,0.00
89.444,0.11,-0.16,0.01
89.446,0.16,-0.15,0.02
89.468,0.21,-0.14,0.03
89.469,0.27,-0.13,0.04
89.469,0.33,-0.13,0.04
89.469,0.40,-0.13,0.04
89.469,0.47,-0.12,0.03
89.469,0.55,-0.13,0.01
89.469,0.64,-0.14,-0.01
89.469,0.73,-0.16,-0.04
89.469,0.81,-0.18,-0.06
89.470,0.90,-0.22,-0.09
89.471,0.98,-0.26,-0.10
89.474,1.07,-0.30,-0.10
89.476,1.15,-0.34,-0.09
89.478,1.24,-0.39,-0.08
89.481,1.33,-0.43,-0.07
89.483,1.43,-0.48,-0.06
89.486,1.55,-0.53,-0.07
89.488,1.67,-0.57,-0.09
89.490,1.80,-0.60,-0.11
89.492,1.93,-0.60,-0.12
89.495,2.05,-0.59,-0.12
89.497,2.16,-0.55,-0.12
89.499,2.26,-0.50,-0.13
89.502,2.35,-0.43,-0.12
89.504,2.41,-0.33,-0.12
89.507,2.46,-0.25,-0.12
89.509,2.49,-0.16,-0.11
89.511,2.51,-0.07,-0.11
89.513,2.51,-0.01,-0.10
89.516,2.51,0.06,-0.09
89.519,2.50,0.11,-0.08
89.521,2.48,0.14,-0.08
89.523,2.47,0.16,-0.07
89.525,2.46,0.16,-0.07
89.527,2.45,0.15,-0.07
89.530,2.45,0.14,-0.07
89.532,2.46,0.13,-0.07
89.534,2.47,0.14,-0.06
89.537,2.49,0.17,-0.05
89.539,2.52,0.22,-0.03
89.541,2.53,0.29,-0.02
89.544,2.54,0.35,-0.00
89.546,2.55,0.42,0.01
89.551,2.55,0.47,0.02
89.552,2.53,0.52,0.02
89.553,2.51,0.54,0.03
89.556,2.49,0.54,0.03
89.559,2.46,0.50,0.02
89.560,2.43,0.42,0.01
89.562,2.39,0.32,-0.01
89.594,2.36,0.18,-0.04
89.595,2.32,0.01,-0.07
89.595,2.29,-0.16,-0.10
89.595,2.25,-0.34,-0.13
89.595,2.23,-0.53,-0.16
89.595,2.20,-0.71,-0.19
89.595,2.19,-0.87,-0.21
89.595,2.18,-1.01,-0.23
89.596,2.18,-1.11,-0.25
89.596,2.19,-1.19,-0.27
89.596,2.21,-1.26,-0.28
89.596,2.22,-1.31,-0.28
89.596,2.23,-1.34,-0.29
89.596,2.24,-1.38,-0.29
89.598,2.24,-1.40,-0.30
89.600,2.23,-1.43,-0.30
89.602,2.21,-1.42,-0.30
89.606,2.20,-1.41,-0.30
89.609,2.18,-1.38,-0.29
89.610,2.17,-1.34,-0.27
89.611,2.15,-1.28,-0.25
89.613,2.13,-1.24,-0.24
89.616,2.10,-1.21,-0.21
89.620,2.06,-1.20,-0.18
89.620,2.02,-1.19,-0.14
89.623,1.98,-1.17,-0.09
89.625,1.96,-1.13,-0.04
89.627,1.95,-1.06,-0.00
89.630,1.96,-0.96,0.03
89.632,1.97,-0.85,0.06
89.635,1.99,-0.74,0.08
89.639,2.01,-0.63,0.09
89.640,2.03,-0.52,0.10
89.642,2.05,-0.42,0.10
89.645,2.06,-0.32,0.11
89.646,2.06,-0.23,0.12
89.649,2.06,-0.17,0.14
89.651,2.04,-0.12,0.16
89.653,2.03,-0.09,0.19
89.657,2.00,-0.08,0.21
89.659,1.98,-0.08,0.23
89.660,1.95,-0.10,0.25
89.662,1.93,-0.14,0.28
89.665,1.91,-0.18,0.30
89.667,1.89,-0.25,0.31
89.669,1.88,-0.31,0.31
89.672,1.88,-0.38,0.30
89.674,1.90,-0.43,0.30
89.676,1.92,-0.47,0.28
89.679,1.94,-0.53,0.26
89.681,1.95,-0.63,0.26
89.683,1.96,-0.75,0.25
89.686,1.97,-0.85,0.25
89.690,1.98,-0.93,0.26
89.690,1.98,-0.98,0.27
89.693,1.99,-1.01,0.27
89.695,1.98,-1.03,0.29
89.697,1.97,-1.06,0.29
89.704,1.96,-1.10,0.30
89.705,1.94,-1.14,0.31
89.705,1.93,-1.18,0.32
89.712,1.91,-1.21,0.33
89.712,1.90,-1.24,0.34
89.712,1.87,-1.28,0.35
89.714,1.85,-1.33,0.36
89.743,1.82,-1.37,0.37
89.744,1.79,-1.42,0.37
89.744,1.76,-1.48,0.37
89.744,1.72,-1.56,0.37
89.744,1.69,-1.64,0.37
89.745,1.66,-1.72,0.36
89.745,1.64,-1.80,0.35
89.745,1.62,-1.86,0.34
89.745,1.60,-1.91,0.33
89.745,1.59,-1.94,0.32
89.745,1.58,-1.96,0.31
89.745,1.56,-1.97,0.31
89.745,1.54,-1.98,0.31
89.746,1.51,-1.98,0.31
89.749,1.49,-1.98,0.31
89.751,1.46,-1.97,0.31
89.753,1.42,-1.97,0.31
89.757,1.39,-1.96,0.30
89.759,1.35,-1.94,0.30
89.760,1.32,-1.92,0.30
89.763,1.28,-1.87,0.31
89.765,1.24,-1.80,0.32
89.767,1.20,-1.73,0.33
89.770,1.16,-1.66,0.34
89.772,1.11,-1.58,0.35
89.775,1.06,-1.50,0.36
89.776,1.01,-1.41,0.36
89.779,0.95,-1.32,0.37
89.781,0.89,-1.25,0.38
89.783,0.84,-1.18,0.39
89.786,0.79,-1.11,0.39
89.788,0.74,-1.04,0.40
89.790,0.68,-0.97,0.41
89.792,0.63,-0.90,0.42
89.795,0.58,-0.84,0.44
89.797,0.52,-0.78,0.45
89.800,0.47,-0.72,0.46
89.802,0.41,-0.67,0.48
89.806,0.34,-0.62,0.49
89.809,0.28,-0.58,0.50
89.809,0.22,-0.53,0.51
89.812,0.16,-0.49,0.51
89.814,0.10,-0.45,0.52
89.816,0.03,-0.43,0.53
89.819,-0.03,-0.43,0.54
89.821,-0.10,-0.44,0.55
89.824,-0.17,-0.45,0.55
89.825,-0.24,-0.47,0.56
89.828,-0.30,-0.47,0.56
89.830,-0.36,-0.47,0.56
89.837,-0.42,-0.47,0.57
89.838,-0.48,-0.45,0.57
89.838,-0.53,-0.44,0.58
89.840,-0.59,-0.43,0.59
89.842,-0.64,-0.42,0.59
89.844,-0.69,-0.41,0.59
89.847,-0.73,-0.42,0.59
89.873,-0.78,-0.43,0.58
89.874,-0.82,-0.44,0.58
89.874,-0.88,-0.46,0.57
89.875,-0.92,-0.49,0.57
89.875,-0.97,-0.52,0.56
89.875,-1.01,-0.57,0.55
89.875,-1.06,-0.60,0.54
89.875,-1.12,-0.64,0.52
89.875,-1.17,-0.68,0.51
89.875,-1.22,-0.73,0.48
89.875,-1.27,-0.78,0.45
89.876,-1.31,-0.83,0.41
89.877,-1.35,-0.88,0.37
89.879,-1.38,-0.92,0.32
89.881,-1.41,-0.97,0.27
89.883,-1.43,-1.03,0.22
89.886,-1.45,-1.10,0.17
89.888,-1.47,-1.17,0.11
89.891,-1.48,-1.25,0.05
89.892,-1.49,-1.33,-0.01
89.895,-1.49,-1.42,-0.07
89.897,-1.48,-1.51,-0.12
89.900,-1.46,-1.60,-0.16
89.902,-1.44,-1.70,-0.20
89.904,-1.42,-1.81,-0.22
89.907,-1.38,-1.91,-0.24
89.909,-1.34,-2.02,-0.26
89.911,-1.28,-2.12,-0.27
89.914,-1.21,-2.21,-0.27
89.916,-1.13,-2.30,-0.26
89.919,-1.04,-2.36,-0.25
89.922,-0.91,-2.41,-0.24
89.923,-0.77,-2.45,-0.22
89.925,-0.60,-2.45,-0.21
89.928,-0.41,-2.43,-0.20
89.930,-0.20,-2.36,-0.18
89.933,0.02,-2.26,-0.16
89.935,0.23,-2.12,-0.14
89.940,0.45,-1.93,-0.11
89.942,0.63,-1.70,-0.08
89.942,0.80,-1.46,-0.04
89.944,0.94,-1.19,0.00
89.946,1.05,-0.91,0.05
89.949,1.14,-0.64,0.08
89.951,1.21,-0.38,0.12
89.954,1.25,-0.13,0.15
89.956,1.30,0.09,0.17
89.959,1.32,0.29,0.18
89.960,1.33,0.46,0.19
89.963,1.34,0.58,0.19
89.965,1.32,0.65,0.20
89.971,1.30,0.67,0.20
89.972,1.26,0.62,0.20
89.972,1.21,0.52,0.21
89.975,1.16,0.36,0.21
89.977,1.10,0.16,0.22
89.979,1.04,-0.06,0.24
89.981,0.98,-0.29,0.27
90.005,0.91,-0.53,0.30
90.006,0.85,-0.77,0.35
90.006,0.77,-0.98,0.40
90.006,0.68,-1.15,0.45
90.006,0.58,-1.28,0.50
90.007,0.47,-1.35,0.53
90.007,0.35,-1.36,0.56
90.007,0.21,-1.29,0.58
90.007,0.06,-1.17,0.60
90.007,-0.13,-0.95,0.61
90.007,-0.35,-0.64,0.61
90.009,-0.62,-0.23,0.60
90.011,-0.93,0.27,0.58
90.013,-1.25,0.82,0.55
90.016,-1.55,1.37,0.50
90.019,-1.82,1.89,0.46
90.021,-2.05,2.34,0.41
90.028,-2.22,2.72,0.36
90.028,-2.35,3.03,0.31
90.028,-2.41,3.25,0.28
90.030,-2.41,3.42,0.24
90.032,-2.36,3.56,0.22
90.034,-2.26,3.65,0.20
90.037,-2.11,3.70,0.18
90.040,-1.92,3.67,0.15
90.041,-1.69,3.52,0.13
90.044,-1.43,3.21,0.09
90.046,-1.15,2.75,0.05
90.048,-0.85,2.14,-0.02
90.051,-0.54,1.40,-0.08
90.053,-0.25,0.61,-0.14
90.056,0.02,-0.18,-0.18
90.059,0.23,-0.88,-0.20
90.060,0.37,-1.39,-0.19
90.062,0.44,-1.71,-0.15
90.065,0.44,-1.86,-0.08
90.067,0.38,-1.82,0.01
90.069,0.26,-1.62,0.13
90.072,0.09,-1.30,0.25
90.075,-0.12,-0.90,0.34
90.077,-0.35,-0.50,0.43
90.080,-0.58,-0.12,0.52
90.081,-0.79,0.23,0.59
90.084,-0.98,0.54,0.66
90.086,-1.15,0.81,0.70
90.089,-1.28,1.04,0.72
90.091,-1.40,1.23,0.72
90.093,-1.50,1.38,0.72
90.095,-1.58,1.49,0.72
90.097,-1.67,1.57,0.73
90.100,-1.75,1.62,0.73
90.102,-1.84,1.62,0.72
90.105,-1.92,1.60,0.70
90.107,-2.01,1.55,0.68
90.109,-2.11,1.48,0.66
90.111,-2.21,1.42,0.66
90.114,-2.30,1.38,0.67
90.116,-2.40,1.35,0.69
90.121,-2.49,1.35,0.72
90.122,-2.57,1.36,0.75
90.123,-2.64,1.41,0.79
90.126,-2.69,1.47,0.82
90.128,-2.72,1.55,0.85
90.130,-2.73,1.64,0.87
90.133,-2.71,1.72,0.89
90.156,-2.65,1.79,0.88
90.156,-2.57,1.86,0.86
90.156,-2.46,1.94,0.82
90.157,-2.33,1.99,0.77
90.157,-2.18,2.03,0.71
90.157,-2.03,2.05,0.64
90.157,-1.87,2.02,0.57
90.157,-1.74,1.95,0.51
90.157,-1.61,1.84,0.46
90.158,-1.51,1.69,0.42
90.158,-1.43,1.51,0.39
90.160,-1.36,1.32,0.37
90.162,-1.31,1.12,0.35
90.165,-1.28,0.92,0.33
90.167,-1.26,0.73,0.31
90.169,-1.25,0.54,0.30
90.172,-1.24,0.36,0.29
90.176,-1.25,0.20,0.28
90.176,-1.26,0.05,0.28
90.180,-1.27,-0.09,0.28
90.181,-1.29,-0.21,0.28
90.184,-1.31,-0.31,0.27
90.186,-1.32,-0.37,0.27
90.188,-1.33,-0.41,0.27
90.191,-1.34,-0.42,0.26
90.193,-1.34,-0.40,0.24
90.195,-1.34,-0.36,0.23
90.197,-1.33,-0.30,0.22
90.200,-1.33,-0.22,0.21
90.203,-1.33,-0.12,0.20
90.205,-1.34,-0.03,0.20
90.208,-1.35,0.07,0.21
90.209,-1.37,0.19,0.23
90.211,-1.39,0.31,0.26
90.214,-1.40,0.42,0.29
90.216,-1.41,0.53,0.32
90.222,-1.43,0.62,0.35
90.223,-1.44,0.72,0.37
90.223,-1.44,0.83,0.39
90.226,-1.43,0.93,0.40
90.228,-1.41,1.04,0.41
90.230,-1.39,1.16,0.41
90.233,-1.36,1.26,0.42
90.261,-1.33,1.36,0.42
90.262,-1.30,1.43,0.43
90.262,-1.27,1.49,0.43
90.262,-1.25,1.53,0.44
90.263,-1.23,1.58,0.44
90.263,-1.21,1.60,0.44
90.263,-1.20,1.63,0.43
90.263,-1.18,1.65,0.43
90.263,-1.16,1.66,0.42
90.264,-1.14,1.68,0.41
90.264,-1.13,1.69,0.39
90.264,-1.11,1.70,0.38
90.264,-1.10,1.70,0.37
90.265,-1.08,1.70,0.35
90.268,-1.07,1.70,0.33
90.270,-1.06,1.68,0.32
90.272,-1.04,1.67,0.31
90.278,-1.03,1.66,0.29
90.279,-1.01,1.64,0.27
90.279,-1.00,1.61,0.26
90.281,-1.00,1.58,0.24
90.283,-0.99,1.55,0.22
90.286,-0.98,1.52,0.21
90.290,-0.98,1.49,0.20
90.291,-0.98,1.45,0.19
90.293,-0.99,1.43,0.17
90.295,-0.99,1.41,0.16
90.297,-0.99,1.40,0.15
90.300,-1.00,1.38,0.13
90.302,-1.00,1.38,0.12
90.304,-1.00,1.37,0.11
90.307,-1.01,1.36,0.09
90.309,-1.02,1.36,0.08
90.311,-1.02,1.35,0.06
90.314,-1.03,1.35,0.04
90.316,-1.04,1.35,0.03
90.325,-1.05,1.34,0.01
90.326,-1.06,1.34,-0.00
90.326,-1.07,1.35,-0.02
90.326,-1.08,1.35,-0.03
90.328,-1.08,1.36,-0.04
90.330,-1.09,1.37,-0.05
90.332,-1.10,1.38,-0.06
90.335,-1.11,1.40,-0.07
90.337,-1.11,1.42,-0.07
90.340,-1.11,1.45,-0.07
90.342,-1.11,1.47,-0.07
90.344,-1.11,1.48,-0.06
90.347,-1.10,1.51,-0.05
90.349,-1.10,1.54,-0.05
90.356,-1.10,1.56,-0.04
90.356,-1.10,1.59,-0.03
90.357,-1.10,1.61,-0.01
90.358,-1.11,1.63,-0.00
90.361,-1.11,1.65,0.02
90.363,-1.11,1.66,0.03
90.365,-1.12,1.68,0.04
90.367,-1.14,1.69,0.05
90.388,-1.16,1.68,0.05
90.389,-1.18,1.66,0.05
90.389,-1.19,1.63,0.05
90.389,-1.20,1.61,0.04
90.389,-1.21,1.59,0.04
90.389,-1.22,1.56,0.03
90.389,-1.21,1.52,0.01
90.389,-1.21,1.49,-0.01
90.389,-1.20,1.45,-0.03
90.391,-1.20,1.40,-0.06
90.393,-1.19,1.36,-0.09
90.395,-1.18,1.32,-0.12
90.398,-1.17,1.28,-0.14
90.400,-1.14,1.24,-0.16
90.402,-1.13,1.22,-0.19
90.404,-1.12,1.19,-0.21
90.408,-1.10,1.16,-0.24
90.410,-1.09,1.14,-0.25
90.411,-1.08,1.12,-0.27
90.414,-1.06,1.10,-0.28
90.416,-1.05,1.09,-0.29
90.419,-1.04,1.09,-0.29
90.421,-1.03,1.09,-0.29
90.423,-1.02,1.11,-0.28
90.426,-1.01,1.13,-0.28
90.428,-1.00,1.15,-0.27
90.430,-1.00,1.19,-0.26
90.433,-0.99,1.22,-0.25
90.436,-0.99,1.26,-0.24
90.437,-0.98,1.29,-0.23
90.441,-0.97,1.33,-0.22
90.442,-0.96,1.35,-0.21
90.444,-0.95,1.36,-0.21
90.446,-0.92,1.37,-0.20
90.449,-0.90,1.36,-0.20
90.451,-0.87,1.34,-0.19
90.453,-0.83,1.32,-0.19
90.457,-0.80,1.28,-0.19
90.460,-0.76,1.24,-0.18
90.460,-0.72,1.18,-0.18
90.463,-0.68,1.13,-0.17
90.466,-0.65,1.07,-0.17
90.468,-0.61,1.00,-0.17
90.470,-0.57,0.92,-0.16
90.472,-0.54,0.84,-0.15
90.477,-0.51,0.76,-0.13
90.477,-0.48,0.68,-0.11
90.480,-0.45,0.61,-0.09
90.482,-0.41,0.54,-0.08
90.484,-0.39,0.47,-0.06
90.490,-0.37,0.41,-0.05
90.490,-0.35,0.34,-0.03
90.491,-0.33,0.28,-0.02
90.493,-0.31,0.22,-0.01
90.495,-0.29,0.19,-0.00
90.498,-0.27,0.17,0.00
90.501,-0.23,0.16,0.00
90.527,-0.19,0.17,0.01
90.527,-0.15,0.19,0.02
90.527,-0.09,0.22,0.02
90.528,-0.04,0.26,0.03
90.528,0.01,0.31,0.03
90.528,0.08,0.36,0.04
90.528,0.14,0.41,0.04
90.528,0.21,0.46,0.03
90.528,0.28,0.50,0.02
90.528,0.35,0.54,0.01
90.529,0.44,0.57,-0.02
90.529,0.53,0.58,-0.06
90.531,0.63,0.57,-0.09
90.533,0.74,0.56,-0.13
90.535,0.84,0.53,-0.17
90.537,0.95,0.50,-0.20
90.540,1.06,0.45,-0.23
90.542,1.17,0.41,-0.24
90.545,1.27,0.37,-0.24
90.546,1.38,0.34,-0.23
90.549,1.49,0.31,-0.20
90.551,1.60,0.29,-0.19
90.553,1.72,0.26,-0.17
90.556,1.83,0.23,-0.16
90.559,1.96,0.20,-0.14
90.560,2.08,0.17,-0.13
90.563,2.20,0.16,-0.12
90.565,2.30,0.17,-0.10
90.568,2.40,0.19,-0.09
90.570,2.48,0.22,-0.08
90.572,2.54,0.26,-0.07
90.575,2.59,0.31,-0.06
90.577,2.62,0.35,-0.05
90.580,2.64,0.38,-0.05
90.582,2.64,0.42,-0.05
90.584,2.64,0.45,-0.04
90.586,2.63,0.46,-0.03
90.588,2.62,0.47,-0.03
90.591,2.61,0.47,-0.03
90.593,2.59,0.44,-0.03
90.595,2.57,0.40,-0.04
90.598,2.55,0.36,-0.05
90.600,2.53,0.32,-0.05
90.603,2.51,0.29,-0.05
90.605,2.49,0.27,-0.05
