time,wx,wy,wz
9.469,0.03,-0.02,0.04
9.471,0.03,-0.03,0.05
9.473,0.03,-0.03,0.05
9.476,0.03,-0.04,0.05
9.478,0.03,-0.04,0.05
9.480,0.02,-0.05,0.05
9.483,0.02,-0.05,0.05
9.485,0.02,-0.05,0.05
9.487,0.02,-0.06,0.05
9.489,0.02,-0.07,0.05
9.492,0.01,-0.07,0.05
9.494,0.01,-0.07,0.06
9.496,0.01,-0.07,0.06
9.499,-0.00,-0.06,0.06
9.501,-0.01,-0.07,0.06
9.504,-0.01,-0.07,0.06
9.506,-0.03,-0.07,0.06
9.509,-0.03,-0.08,0.07
9.510,-0.04,-0.08,0.07
9.513,-0.04,-0.08,0.07
9.515,-0.05,-0.08,0.07
9.517,-0.05,-0.07,0.07
9.522,-0.05,-0.07,0.07
9.523,-0.06,-0.07,0.07
9.525,-0.07,-0.08,0.07
9.529,-0.08,-0.07,0.06
9.530,-0.09,-0.08,0.06
9.531,-0.09,-0.08,0.07
9.534,-0.10,-0.08,0.06
9.541,-0.11,-0.09,0.06
9.542,-0.12,-0.09,0.06
9.542,-0.13,-0.09,0.06
9.544,-0.14,-0.10,0.06
9.545,-0.16,-0.10,0.06
9.547,-0.16,-0.10,0.06
9.550,-0.18,-0.10,0.05
9.552,-0.19,-0.10,0.05
9.560,-0.20,-0.08,0.04
9.561,-0.20,-0.08,0.04
9.561,-0.21,-0.07,0.04
9.562,-0.21,-0.05,0.04
9.564,-0.22,-0.04,0.03
9.566,-0.23,-0.03,0.03
9.569,-0.23,-0.03,0.03
9.571,-0.24,-0.02,0.03
9.573,-0.24,-0.01,0.03
9.576,-0.24,-0.00,0.03
9.578,-0.24,0.01,0.02
9.580,-0.24,0.02,0.02
9.583,-0.24,0.03,0.02
9.585,-0.23,0.03,0.02
9.587,-0.23,0.05,0.02
9.589,-0.22,0.05,0.02
9.594,-0.22,0.08,0.02
9.594,-0.21,0.08,0.02
9.597,-0.20,0.09,0.02
9.599,-0.20,0.10,0.02
9.601,-0.19,0.11,0.02
9.604,-0.18,0.11,0.03
9.606,-0.17,0.11,0.03
9.609,-0.17,0.12,0.03
9.610,-0.16,0.13,0.03
9.613,-0.15,0.14,0.03
9.615,-0.14,0.14,0.03
9.617,-0.13,0.15,0.03
9.620,-0.12,0.15,0.03
9.622,-0.12,0.16,0.03
9.625,-0.11,0.16,0.03
9.627,-0.10,0.17,0.04
9.629,-0.09,0.17,0.04
9.631,-0.09,0.16,0.04
9.634,-0.08,0.16,0.04
9.637,-0.07,0.15,0.04
9.638,-0.07,0.14,0.04
9.641,-0.06,0.13,0.04
9.644,-0.06,0.13,0.04
9.645,-0.05,0.13,0.04
9.648,-0.04,0.13,0.04
9.650,-0.04,0.12,0.04
9.652,-0.04,0.13,0.03
9.655,-0.03,0.12,0.03
9.659,-0.03,0.11,0.03
9.660,-0.03,0.11,0.03
9.662,-0.02,0.11,0.03
9.664,-0.02,0.11,0.03
9.666,-0.03,0.11,0.03
9.669,-0.03,0.10,0.03
9.673,-0.03,0.09,0.03
9.673,-0.03,0.09,0.03
9.678,-0.04,0.09,0.03
9.679,-0.04,0.09,0.03
9.680,-0.04,0.08,0.03
9.682,-0.05,0.08,0.03
9.685,-0.05,0.07,0.04
9.691,-0.06,0.06,0.04
9.692,-0.06,0.05,0.04
9.693,-0.07,0.04,0.04
9.695,-0.08,0.03,0.05
9.696,-0.09,0.02,0.05
9.699,-0.09,0.01,0.05
9.701,-0.09,-0.00,0.06
9.704,-0.10,-0.01,0.06
9.706,-0.10,-0.02,0.06
9.709,-0.10,-0.03,0.07
9.710,-0.11,-0.03,0.07
9.713,-0.11,-0.04,0.07
9.715,-0.12,-0.04,0.08
9.717,-0.12,-0.05,0.08
9.720,-0.13,-0.05,0.08
9.722,-0.13,-0.05,0.08
9.726,-0.13,-0.05,0.08
9.727,-0.14,-0.04,0.09
9.729,-0.14,-0.04,0.09
9.731,-0.14,-0.04,0.09
9.734,-0.14,-0.04,0.09
9.736,-0.14,-0.03,0.09
9.739,-0.14,-0.03,0.08
9.741,-0.15,-0.02,0.08
9.743,-0.15,-0.02,0.08
9.745,-0.15,-0.02,0.08
9.748,-0.15,-0.02,0.08
9.750,-0.15,-0.02,0.07
9.752,-0.15,-0.02,0.07
9.755,-0.15,-0.00,0.06
9.757,-0.15,-0.01,0.05
9.761,-0.14,-0.00,0.05
9.762,-0.14,-0.00,0.04
9.764,-0.14,-0.00,0.03
9.766,-0.14,-0.00,0.02
9.769,-0.13,-0.00,0.01
9.771,-0.13,0.00,0.00
9.773,-0.12,-0.00,-0.01
9.776,-0.11,-0.00,-0.03
9.778,-0.10,-0.01,-0.04
9.780,-0.09,-0.00,-0.05
9.783,-0.08,-0.00,-0.07
9.785,-0.08,0.00,-0.09
9.788,-0.06,-0.01,-0.11
9.790,-0.05,-0.02,-0.13
9.792,-0.04,-0.02,-0.15
9.795,-0.03,-0.03,-0.17
9.797,-0.02,-0.04,-0.19
9.799,-0.01,-0.05,-0.21
9.801,0.00,-0.06,-0.23
9.807,0.02,-0.07,-0.26
9.807,0.03,-0.08,-0.28
9.813,0.04,-0.08,-0.31
9.813,0.05,-0.08,-0.33
9.814,0.06,-0.08,-0.36
9.815,0.08,-0.08,-0.38
9.817,0.09,-0.08,-0.41
9.830,0.11,-0.08,-0.43
9.831,0.12,-0.08,-0.46
9.831,0.14,-0.07,-0.48
9.831,0.16,-0.07,-0.50
9.831,0.17,-0.06,-0.52
9.832,0.20,-0.08,-0.54
9.834,0.21,-0.08,-0.56
9.837,0.22,-0.08,-0.58
9.841,0.24,-0.08,-0.60
9.842,0.26,-0.09,-0.61
9.845,0.28,-0.10,-0.62
9.847,0.29,-0.11,-0.64
9.848,0.31,-0.13,-0.65
9.850,0.33,-0.13,-0.66
9.852,0.35,-0.15,-0.68
9.855,0.37,-0.16,-0.69
9.857,0.39,-0.17,-0.70
9.860,0.41,-0.17,-0.71
9.862,0.43,-0.18,-0.71
9.864,0.45,-0.18,-0.72
9.866,0.47,-0.18,-0.72
9.869,0.49,-0.18,-0.72
9.871,0.52,-0.19,-0.73
9.874,0.55,-0.20,-0.73
9.878,0.58,-0.20,-0.73
9.880,0.61,-0.21,-0.73
9.881,0.63,-0.22,-0.73
9.883,0.65,-0.23,-0.72
9.885,0.67,-0.23,-0.72
9.888,0.69,-0.23,-0.72
9.890,0.71,-0.22,-0.71
9.892,0.72,-0.23,-0.70
9.895,0.73,-0.23,-0.70
9.896,0.74,-0.22,-0.70
9.899,0.75,-0.21,-0.70
9.901,0.75,-0.21,-0.70
9.904,0.75,-0.19,-0.71
9.906,0.75,-0.18,-0.71
9.910,0.75,-0.16,-0.72
9.913,0.74,-0.15,-0.73
9.913,0.73,-0.13,-0.74
9.915,0.70,-0.12,-0.74
9.918,0.68,-0.10,-0.75
9.920,0.65,-0.08,-0.76
9.925,0.62,-0.08,-0.76
9.925,0.59,-0.06,-0.76
9.927,0.56,-0.05,-0.76
9.929,0.53,-0.04,-0.76
9.931,0.49,-0.03,-0.76
9.934,0.47,-0.03,-0.75
9.936,0.44,-0.03,-0.75
9.945,0.42,-0.04,-0.74
9.946,0.39,-0.04,-0.73
9.946,0.37,-0.05,-0.72
9.947,0.35,-0.08,-0.71
9.948,0.33,-0.09,-0.70
9.951,0.31,-0.11,-0.69
9.953,0.30,-0.14,-0.68
9.955,0.29,-0.17,-0.66
9.957,0.27,-0.20,-0.65
9.961,0.26,-0.23,-0.64
9.963,0.24,-0.26,-0.63
9.964,0.23,-0.30,-0.61
9.966,0.22,-0.33,-0.60
9.969,0.20,-0.36,-0.58
9.971,0.19,-0.39,-0.57
9.973,0.18,-0.44,-0.56
9.976,0.16,-0.48,-0.55
9.978,0.15,-0.53,-0.53
9.980,0.15,-0.58,-0.52
9.982,0.13,-0.61,-0.52
9.985,0.12,-0.64,-0.51
9.988,0.12,-0.66,-0.50
9.990,0.11,-0.67,-0.50
9.995,0.11,-0.68,-0.49
9.996,0.11,-0.68,-0.49
9.997,0.11,-0.68,-0.49
9.999,0.10,-0.67,-0.49
10.001,0.10,-0.66,-0.49
10.004,0.10,-0.64,-0.49
10.006,0.10,-0.63,-0.49
10.010,0.09,-0.61,-0.50
10.011,0.08,-0.59,-0.50
10.013,0.08,-0.57,-0.50
10.015,0.07,-0.55,-0.51
10.018,0.07,-0.53,-0.51
10.020,0.06,-0.51,-0.51
10.023,0.06,-0.50,-0.52
10.025,0.05,-0.49,-0.52
10.027,0.05,-0.49,-0.52
10.029,0.05,-0.48,-0.53
10.032,0.05,-0.47,-0.53
10.034,0.04,-0.44,-0.54
10.036,0.05,-0.44,-0.55
10.041,0.05,-0.43,-0.55
10.044,0.06,-0.41,-0.56
10.044,0.06,-0.39,-0.57
10.046,0.07,-0.37,-0.58
10.048,0.07,-0.34,-0.58
10.060,0.08,-0.32,-0.58
10.060,0.09,-0.29,-0.59
10.060,0.11,-0.25,-0.59
10.061,0.12,-0.23,-0.60
10.061,0.14,-0.20,-0.61
10.062,0.15,-0.18,-0.61
10.064,0.16,-0.16,-0.61
10.066,0.17,-0.15,-0.61
10.069,0.18,-0.13,-0.61
10.071,0.19,-0.11,-0.61
10.073,0.21,-0.10,-0.61
10.076,0.23,-0.07,-0.60
10.078,0.24,-0.07,-0.60
10.080,0.26,-0.06,-0.59
10.083,0.28,-0.06,-0.59
10.085,0.29,-0.05,-0.58
10.087,0.32,-0.05,-0.57
10.090,0.34,-0.05,-0.56
10.093,0.35,-0.05,-0.55
10.095,0.37,-0.05,-0.54
10.097,0.38,-0.06,-0.53
10.099,0.40,-0.05,-0.52
10.102,0.41,-0.05,-0.52
10.104,0.42,-0.05,-0.51
10.106,0.43,-0.05,-0.50
10.110,0.44,-0.05,-0.49
10.111,0.45,-0.05,-0.48
10.113,0.46,-0.06,-0.48
10.115,0.46,-0.06,-0.48
10.118,0.47,-0.06,-0.47
10.120,0.47,-0.06,-0.47
10.122,0.47,-0.06,-0.46
10.125,0.48,-0.06,-0.46
10.127,0.48,-0.05,-0.45
10.130,0.48,-0.05,-0.45
10.132,0.47,-0.05,-0.45
10.134,0.47,-0.04,-0.45
10.137,0.47,-0.03,-0.45
10.139,0.46,-0.03,-0.44
10.141,0.45,-0.02,-0.44
10.143,0.44,-0.01,-0.44
10.146,0.43,-0.01,-0.43
10.148,0.42,-0.00,-0.43
10.150,0.41,-0.00,-0.43
10.153,0.39,-0.01,-0.43
10.155,0.38,-0.01,-0.43
10.157,0.36,-0.01,-0.43
10.160,0.35,-0.01,-0.42
10.164,0.34,-0.01,-0.42
10.165,0.32,-0.00,-0.41
10.167,0.31,0.00,-0.41
10.169,0.30,0.01,-0.41
10.171,0.29,0.01,-0.40
10.178,0.28,0.02,-0.40
10.178,0.27,0.03,-0.39
10.179,0.26,0.04,-0.39
10.182,0.24,0.05,-0.39
10.183,0.24,0.05,-0.38
10.192,0.23,0.06,-0.38
10.192,0.22,0.08,-0.38
10.193,0.21,0.09,-0.37
10.193,0.21,0.09,-0.37
10.195,0.20,0.11,-0.37
10.197,0.20,0.11,-0.37
10.199,0.19,0.13,-0.37
10.201,0.19,0.13,-0.37
10.204,0.19,0.15,-0.37
10.206,0.19,0.16,-0.37
10.210,0.19,0.16,-0.38
10.211,0.19,0.18,-0.38
10.213,0.19,0.19,-0.38
10.215,0.20,0.19,-0.39
10.217,0.21,0.18,-0.39
10.220,0.21,0.19,-0.40
10.222,0.21,0.19,-0.40
10.224,0.21,0.18,-0.40
10.228,0.21,0.18,-0.41
10.230,0.22,0.16,-0.41
10.232,0.21,0.16,-0.41
10.234,0.22,0.14,-0.41
10.236,0.22,0.13,-0.41
10.239,0.22,0.13,-0.41
10.241,0.22,0.12,-0.41
10.245,0.22,0.12,-0.41
10.246,0.23,0.11,-0.41
10.248,0.23,0.11,-0.41
10.250,0.24,0.12,-0.41
10.253,0.25,0.11,-0.41
10.255,0.26,0.12,-0.40
10.257,0.27,0.12,-0.40
10.260,0.28,0.12,-0.40
10.262,0.29,0.12,-0.39
10.264,0.30,0.12,-0.39
10.267,0.32,0.12,-0.38
10.270,0.33,0.14,-0.37
10.271,0.33,0.14,-0.36
10.274,0.35,0.13,-0.35
10.276,0.35,0.12,-0.34
10.280,0.36,0.12,-0.33
10.281,0.36,0.11,-0.32
10.283,0.36,0.11,-0.30
10.285,0.37,0.09,-0.29
10.288,0.36,0.09,-0.28
10.290,0.37,0.06,-0.27
10.292,0.36,0.05,-0.26
10.295,0.35,0.04,-0.25
10.297,0.35,0.03,-0.24
10.299,0.34,0.01,-0.23
10.302,0.33,-0.00,-0.22
10.304,0.32,-0.02,-0.20
10.309,0.31,-0.05,-0.19
10.310,0.30,-0.08,-0.18
10.315,0.29,-0.10,-0.18
10.315,0.27,-0.12,-0.16
10.317,0.26,-0.16,-0.14
10.318,0.25,-0.20,-0.13
10.320,0.23,-0.25,-0.12
10.325,0.22,-0.28,-0.10
10.325,0.20,-0.32,-0.08
10.328,0.18,-0.36,-0.06
10.330,0.19,-0.42,-0.04
10.332,0.16,-0.45,-0.02
10.334,0.16,-0.51,0.01
10.336,0.15,-0.56,0.03
10.339,0.14,-0.62,0.06
10.341,0.14,-0.68,0.08
10.343,0.13,-0.73,0.11
10.346,0.14,-0.80,0.13
10.348,0.14,-0.86,0.16
10.350,0.16,-0.94,0.19
10.353,0.17,-0.99,0.21
10.355,0.20,-1.04,0.24
10.357,0.23,-1.09,0.26
10.359,0.27,-1.12,0.28
10.362,0.31,-1.15,0.30
10.364,0.36,-1.17,0.31
10.367,0.40,-1.18,0.32
10.370,0.44,-1.19,0.32
10.371,0.49,-1.19,0.32
10.374,0.51,-1.16,0.31
10.377,0.53,-1.15,0.30
10.379,0.53,-1.11,0.30
10.382,0.53,-1.06,0.29
10.383,0.51,-1.01,0.29
10.385,0.47,-0.96,0.29
10.388,0.43,-0.91,0.30
10.390,0.37,-0.86,0.32
10.392,0.30,-0.80,0.35
10.395,0.22,-0.76,0.38
10.397,0.15,-0.74,0.41
10.399,0.08,-0.72,0.45
10.401,0.01,-0.72,0.50
10.404,-0.07,-0.74,0.56
10.407,-0.14,-0.75,0.62
10.410,-0.21,-0.78,0.67
10.413,-0.27,-0.79,0.72
10.414,-0.32,-0.79,0.77
10.416,-0.35,-0.79,0.81
10.418,-0.38,-0.77,0.84
10.420,-0.40,-0.73,0.87
10.423,-0.41,-0.69,0.89
10.425,-0.42,-0.64,0.91
10.427,-0.44,-0.58,0.92
10.431,-0.46,-0.52,0.93
10.432,-0.49,-0.47,0.94
10.434,-0.53,-0.41,0.95
10.437,-0.56,-0.36,0.96
10.439,-0.58,-0.32,0.98
10.441,-0.60,-0.30,1.00
10.444,-0.60,-0.26,1.02
10.446,-0.58,-0.24,1.05
10.448,-0.55,-0.22,1.09
10.450,-0.52,-0.20,1.12
10.453,-0.49,-0.17,1.16
10.455,-0.45,-0.15,1.20
10.460,-0.41,-0.12,1.23
10.460,-0.38,-0.09,1.26
10.467,-0.36,-0.07,1.29
10.467,-0.35,-0.05,1.31
10.467,-0.35,-0.01,1.33
10.470,-0.36,0.02,1.34
10.472,-0.39,0.05,1.33
10.481,-0.41,0.08,1.32
10.481,-0.43,0.10,1.29
10.481,-0.45,0.12,1.25
10.482,-0.46,0.16,1.19
10.484,-0.45,0.19,1.14
10.486,-0.44,0.24,1.07
10.488,-0.43,0.31,1.00
10.491,-0.40,0.37,0.93
10.493,-0.38,0.44,0.86
10.497,-0.35,0.49,0.81
10.498,-0.34,0.52,0.75
10.502,-0.33,0.55,0.71
10.502,-0.33,0.58,0.69
10.504,-0.33,0.60,0.67
10.506,-0.34,0.63,0.66
10.510,-0.34,0.64,0.67
10.511,-0.35,0.65,0.68
10.514,-0.35,0.68,0.70
10.515,-0.35,0.68,0.72
10.518,-0.34,0.65,0.74
10.520,-0.34,0.64,0.77
10.522,-0.34,0.59,0.80
10.525,-0.35,0.55,0.81
10.528,-0.36,0.53,0.82
10.531,-0.37,0.49,0.81
10.533,-0.37,0.45,0.81
10.534,-0.40,0.42,0.82
10.537,-0.42,0.41,0.83
10.539,-0.44,0.38,0.85
10.542,-0.45,0.36,0.85
10.544,-0.46,0.35,0.86
10.546,-0.46,0.36,0.87
10.548,-0.46,0.38,0.87
10.551,-0.48,0.35,0.88
10.553,-0.52,0.31,0.87
10.555,-0.58,0.24,0.86
10.558,-0.63,0.22,0.86
10.560,-0.66,0.25,0.87
10.562,-0.66,0.32,0.88
10.565,-0.65,0.42,0.89
10.567,-0.62,0.52,0.90
10.570,-0.59,0.61,0.91
10.571,-0.55,0.68,0.91
10.574,-0.52,0.74,0.90
10.576,-0.49,0.78,0.90
10.579,-0.46,0.79,0.89
10.581,-0.44,0.78,0.88
10.583,-0.44,0.77,0.86
10.585,-0.44,0.74,0.85
10.588,-0.44,0.71,0.83
10.590,-0.44,0.67,0.82
10.593,-0.45,0.65,0.81
10.595,-0.45,0.64,0.80
10.597,-0.44,0.64,0.80
10.600,-0.44,0.65,0.80
10.602,-0.45,0.67,0.80
10.604,-0.45,0.69,0.79
10.607,-0.45,0.71,0.79
10.611,-0.44,0.73,0.78
10.612,-0.43,0.75,0.76
10.620,-0.42,0.78,0.75
10.620,-0.41,0.81,0.73
10.620,-0.38,0.83,0.72
10.621,-0.36,0.86,0.70
10.623,-0.34,0.87,0.68
10.631,-0.32,0.89,0.66
10.631,-0.30,0.90,0.64
10.631,-0.28,0.89,0.63
10.633,-0.26,0.89,0.61
10.634,-0.26,0.89,0.60
10.636,-0.26,0.87,0.58
10.639,-0.26,0.86,0.57
10.641,-0.26,0.85,0.56
10.644,-0.25,0.84,0.55
10.646,-0.25,0.83,0.53
10.648,-0.25,0.83,0.52
10.650,-0.24,0.84,0.50
10.653,-0.22,0.87,0.49
10.655,-0.20,0.88,0.47
10.658,-0.19,0.90,0.46
10.660,-0.17,0.92,0.44
10.663,-0.16,0.93,0.44
10.665,-0.17,0.94,0.45
10.667,-0.19,0.94,0.46
10.670,-0.22,0.94,0.47
10.671,-0.25,0.95,0.48
10.674,-0.28,0.95,0.49
10.676,-0.31,0.97,0.49
10.680,-0.34,0.99,0.50
10.681,-0.36,1.02,0.50
10.684,-0.38,1.04,0.50
10.685,-0.39,1.06,0.50
10.688,-0.39,1.09,0.50
10.690,-0.40,1.12,0.50
10.693,-0.40,1.13,0.50
10.695,-0.40,1.14,0.50
10.697,-0.40,1.16,0.50
10.700,-0.40,1.16,0.49
10.702,-0.40,1.16,0.49
10.704,-0.40,1.17,0.49
10.706,-0.40,1.17,0.49
10.710,-0.41,1.17,0.49
10.711,-0.41,1.19,0.50
10.714,-0.43,1.20,0.50
10.716,-0.44,1.23,0.51
10.718,-0.46,1.24,0.52
10.721,-0.48,1.26,0.54
10.723,-0.49,1.28,0.55
10.728,-0.52,1.30,0.55
10.729,-0.54,1.32,0.56
10.735,-0.56,1.34,0.57
10.735,-0.58,1.36,0.58
10.735,-0.59,1.38,0.58
10.737,-0.60,1.38,0.59
10.739,-0.62,1.38,0.59
10.751,-0.63,1.39,0.59
10.752,-0.63,1.38,0.59
10.752,-0.64,1.39,0.58
10.753,-0.64,1.39,0.58
10.753,-0.64,1.40,0.58
10.753,-0.64,1.41,0.58
10.756,-0.64,1.42,0.57
10.759,-0.63,1.45,0.56
10.760,-0.62,1.48,0.55
10.763,-0.62,1.52,0.53
10.765,-0.61,1.57,0.51
10.767,-0.60,1.62,0.49
10.770,-0.59,1.69,0.47
10.772,-0.58,1.75,0.45
10.774,-0.58,1.82,0.43
10.776,-0.57,1.88,0.41
10.778,-0.57,1.94,0.39
10.781,-0.56,2.00,0.37
10.783,-0.56,2.05,0.35
10.785,-0.56,2.08,0.33
10.788,-0.56,2.11,0.31
10.791,-0.57,2.13,0.29
10.793,-0.56,2.15,0.26
10.795,-0.56,2.15,0.24
10.798,-0.57,2.16,0.21
10.800,-0.56,2.15,0.18
10.802,-0.57,2.15,0.13
10.804,-0.57,2.14,0.09
10.807,-0.56,2.14,0.05
10.810,-0.56,2.13,0.01
10.811,-0.55,2.12,-0.02
10.813,-0.56,2.10,-0.06
10.816,-0.56,2.07,-0.09
10.818,-0.57,2.04,-0.13
10.820,-0.57,1.99,-0.16
10.823,-0.57,1.93,-0.19
10.826,-0.57,1.86,-0.22
10.828,-0.56,1.79,-0.24
10.830,-0.55,1.70,-0.25
10.832,-0.53,1.61,-0.26
10.834,-0.51,1.51,-0.27
10.837,-0.49,1.40,-0.27
10.839,-0.46,1.29,-0.28
10.841,-0.43,1.17,-0.28
10.844,-0.40,1.06,-0.28
10.846,-0.36,0.94,-0.28
10.849,-0.33,0.83,-0.29
10.851,-0.29,0.73,-0.29
10.853,-0.25,0.63,-0.29
10.856,-0.21,0.53,-0.30
10.858,-0.17,0.44,-0.31
10.862,-0.13,0.36,-0.33
10.863,-0.08,0.29,-0.35
10.867,-0.03,0.23,-0.37
10.870,0.04,0.17,-0.40
10.870,0.11,0.12,-0.43
10.872,0.18,0.07,-0.46
10.874,0.25,0.03,-0.50
10.884,0.32,-0.01,-0.53
10.884,0.39,-0.04,-0.57
10.885,0.46,-0.06,-0.60
10.885,0.53,-0.07,-0.63
10.886,0.60,-0.06,-0.66
10.889,0.67,-0.04,-0.69
10.891,0.76,-0.03,-0.72
10.893,0.84,-0.02,-0.75
10.895,0.92,-0.01,-0.78
10.898,1.01,-0.00,-0.81
10.901,1.09,-0.00,-0.84
10.902,1.17,-0.02,-0.86
10.904,1.25,-0.05,-0.88
10.906,1.32,-0.10,-0.90
10.910,1.39,-0.16,-0.93
10.911,1.46,-0.22,-0.95
10.913,1.52,-0.28,-0.98
10.917,1.58,-0.33,-1.02
10.918,1.63,-0.36,-1.07
10.920,1.66,-0.38,-1.13
10.923,1.70,-0.38,-1.19
10.925,1.72,-0.38,-1.26
10.927,1.73,-0.38,-1.32
10.930,1.73,-0.36,-1.39
10.934,1.73,-0.34,-1.45
10.935,1.71,-0.32,-1.51
10.937,1.70,-0.30,-1.55
10.939,1.68,-0.30,-1.59
10.941,1.66,-0.30,-1.62
10.944,1.64,-0.32,-1.63
10.946,1.62,-0.34,-1.63
10.948,1.60,-0.38,-1.62
10.951,1.59,-0.43,-1.58
10.953,1.59,-0.50,-1.53
10.955,1.60,-0.57,-1.47
10.958,1.61,-0.66,-1.41
10.960,1.62,-0.74,-1.34
10.963,1.65,-0.81,-1.28
10.967,1.68,-0.88,-1.23
10.968,1.72,-0.96,-1.18
10.970,1.75,-1.02,-1.15
10.972,1.78,-1.09,-1.11
10.974,1.81,-1.15,-1.08
10.979,1.83,-1.20,-1.04
10.979,1.84,-1.25,-0.99
10.985,1.85,-1.30,-0.95
10.985,1.85,-1.33,-0.89
10.986,1.85,-1.36,-0.84
10.990,1.84,-1.38,-0.79
10.997,1.83,-1.39,-0.74
10.998,1.82,-1.40,-0.69
10.998,1.82,-1.38,-0.66
10.999,1.82,-1.35,-0.62
11.000,1.83,-1.31,-0.60
11.002,1.84,-1.27,-0.58
11.004,1.86,-1.21,-0.57
11.006,1.88,-1.15,-0.56
11.010,1.92,-1.10,-0.56
11.011,1.95,-1.04,-0.57
11.015,1.99,-0.99,-0.57
11.017,2.02,-0.97,-0.58
11.018,2.03,-0.98,-0.58
11.021,2.03,-0.99,-0.58
11.023,2.01,-1.02,-0.59
11.025,1.99,-1.06,-0.59
11.028,1.96,-1.10,-0.60
11.031,1.92,-1.15,-0.59
11.032,1.87,-1.20,-0.59
11.035,1.82,-1.25,-0.59
11.037,1.78,-1.28,-0.59
11.039,1.73,-1.30,-0.59
11.041,1.69,-1.30,-0.59
11.044,1.63,-1.32,-0.58
11.046,1.57,-1.37,-0.58
11.048,1.51,-1.42,-0.57
11.051,1.42,-1.46,-0.56
11.053,1.34,-1.49,-0.54
11.055,1.25,-1.51,-0.53
11.058,1.17,-1.53,-0.53
11.061,1.10,-1.51,-0.55
11.063,1.03,-1.43,-0.60
11.065,0.97,-1.31,-0.65
11.067,0.90,-1.17,-0.70
11.071,0.83,-1.05,-0.74
11.072,0.76,-0.96,-0.77
11.074,0.68,-0.89,-0.79
11.077,0.59,-0.85,-0.81
11.079,0.50,-0.83,-0.82
11.081,0.41,-0.81,-0.84
11.084,0.32,-0.79,-0.85
11.086,0.23,-0.77,-0.86
11.088,0.15,-0.75,-0.87
11.091,0.07,-0.73,-0.87
11.094,-0.02,-0.72,-0.86
11.096,-0.09,-0.71,-0.86
11.098,-0.15,-0.70,-0.86
11.100,-0.19,-0.68,-0.87
11.103,-0.24,-0.66,-0.87
11.104,-0.27,-0.66,-0.87
11.107,-0.30,-0.66,-0.88
11.109,-0.33,-0.66,-0.88
11.111,-0.34,-0.66,-0.88
11.114,-0.35,-0.69,-0.88
11.117,-0.36,-0.69,-0.88
11.118,-0.36,-0.70,-0.88
11.121,-0.35,-0.71,-0.87
11.123,-0.34,-0.70,-0.86
11.125,-0.31,-0.71,-0.85
11.130,-0.29,-0.72,-0.83
11.131,-0.26,-0.73,-0.81
11.133,-0.23,-0.75,-0.78
11.135,-0.19,-0.79,-0.76
11.137,-0.16,-0.81,-0.73
11.139,-0.13,-0.86,-0.69
11.142,-0.10,-0.91,-0.65
11.153,-0.07,-0.95,-0.61
11.153,-0.04,-0.98,-0.57
11.154,-0.02,-1.01,-0.52
11.154,-0.00,-1.03,-0.47
11.154,0.02,-1.05,-0.42
11.156,0.03,-1.07,-0.36
11.158,0.04,-1.09,-0.31
11.161,0.06,-1.11,-0.25
11.163,0.07,-1.13,-0.19
11.166,0.09,-1.15,-0.13
11.168,0.10,-1.16,-0.07
11.170,0.12,-1.16,-0.01
11.172,0.14,-1.16,0.04
11.174,0.17,-1.15,0.10
11.176,0.19,-1.13,0.16
11.179,0.22,-1.10,0.22
11.182,0.24,-1.07,0.27
11.184,0.27,-1.02,0.32
11.186,0.29,-0.98,0.36
11.188,0.30,-0.92,0.41
11.190,0.30,-0.85,0.44
11.193,0.30,-0.78,0.47
11.195,0.29,-0.73,0.50
11.200,0.28,-0.69,0.52
11.201,0.26,-0.66,0.54
11.202,0.24,-0.64,0.55
11.204,0.23,-0.64,0.56
11.207,0.21,-0.63,0.57
11.209,0.20,-0.65,0.57
11.211,0.19,-0.68,0.58
11.214,0.18,-0.71,0.59
11.218,0.16,-0.74,0.60
11.219,0.13,-0.77,0.61
11.221,0.11,-0.84,0.61
11.223,0.09,-0.92,0.62
11.225,0.05,-0.94,0.62
11.228,0.01,-0.98,0.62
11.230,-0.02,-1.02,0.62
11.233,-0.06,-1.02,0.61
11.235,-0.09,-1.01,0.60
11.237,-0.12,-0.99,0.58
11.239,-0.14,-0.95,0.55
11.242,-0.15,-0.90,0.53
11.244,-0.16,-0.84,0.50
11.246,-0.16,-0.77,0.47
11.250,-0.17,-0.69,0.43
11.251,-0.17,-0.61,0.39
11.253,-0.17,-0.53,0.34
11.256,-0.18,-0.46,0.29
11.258,-0.19,-0.41,0.24
11.261,-0.21,-0.36,0.19
11.263,-0.23,-0.33,0.15
11.265,-0.25,-0.32,0.11
11.269,-0.28,-0.32,0.08
11.270,-0.31,-0.34,0.05
11.272,-0.33,-0.36,0.03
11.274,-0.35,-0.40,-0.00
11.281,-0.35,-0.45,-0.02
11.283,-0.34,-0.51,-0.05
11.284,-0.33,-0.58,-0.08
11.285,-0.29,-0.65,-0.10
11.286,-0.26,-0.71,-0.13
11.288,-0.21,-0.76,-0.14
11.291,-0.17,-0.80,-0.16
11.293,-0.12,-0.85,-0.18
11.300,-0.07,-0.89,-0.19
11.300,-0.02,-0.92,-0.20
11.300,0.04,-0.93,-0.22
11.303,0.09,-0.94,-0.22
11.304,0.15,-0.92,-0.23
11.307,0.21,-0.89,-0.22
11.309,0.26,-0.84,-0.22
