time,wx,wy,wz
103.953,2.37,-1.96,-0.42
103.955,2.34,-1.93,-0.41
103.958,2.28,-1.87,-0.41
103.960,2.22,-1.82,-0.41
103.966,2.17,-1.76,-0.41
103.967,2.12,-1.69,-0.42
103.967,2.06,-1.62,-0.42
103.969,2.03,-1.57,-0.42
103.972,2.00,-1.51,-0.43
103.974,1.97,-1.44,-0.45
103.977,1.95,-1.38,-0.47
104.004,1.94,-1.29,-0.49
104.004,1.92,-1.22,-0.53
104.005,1.92,-1.15,-0.58
104.005,1.92,-1.08,-0.64
104.005,1.91,-1.02,-0.71
104.005,1.90,-0.97,-0.77
104.005,1.86,-0.91,-0.83
104.005,1.79,-0.85,-0.89
104.006,1.71,-0.79,-0.94
104.006,1.60,-0.74,-0.99
104.006,1.49,-0.69,-1.03
104.006,1.36,-0.65,-1.07
104.007,1.21,-0.63,-1.10
104.009,1.07,-0.62,-1.12
104.012,0.94,-0.62,-1.14
104.013,0.82,-0.63,-1.15
104.016,0.71,-0.65,-1.17
104.018,0.62,-0.68,-1.20
104.020,0.50,-0.63,-1.23
104.023,0.39,-0.56,-1.26
104.025,0.30,-0.48,-1.29
104.027,0.23,-0.39,-1.31
104.030,0.16,-0.29,-1.34
104.033,0.09,-0.21,-1.35
104.036,0.04,-0.16,-1.35
104.037,-0.01,-0.11,-1.35
104.039,-0.05,-0.09,-1.33
104.041,-0.08,-0.08,-1.32
104.044,-0.12,-0.08,-1.32
104.049,-0.16,-0.09,-1.31
104.049,-0.20,-0.12,-1.30
104.051,-0.24,-0.14,-1.28
104.053,-0.26,-0.15,-1.28
104.055,-0.26,-0.16,-1.28
104.058,-0.26,-0.16,-1.27
104.060,-0.24,-0.15,-1.26
104.062,-0.23,-0.15,-1.24
104.064,-0.21,-0.15,-1.22
104.067,-0.20,-0.15,-1.21
104.069,-0.18,-0.18,-1.19
104.071,-0.16,-0.20,-1.16
104.074,-0.13,-0.22,-1.13
104.076,-0.09,-0.26,-1.09
104.079,-0.05,-0.30,-1.06
104.081,0.00,-0.34,-1.03
104.084,0.04,-0.35,-1.00
104.085,0.09,-0.35,-0.97
104.088,0.13,-0.36,-0.94
104.090,0.17,-0.36,-0.89
104.092,0.21,-0.38,-0.84
104.097,0.25,-0.40,-0.79
104.101,0.29,-0.41,-0.75
104.101,0.32,-0.43,-0.71
104.102,0.35,-0.46,-0.67
104.129,0.37,-0.48,-0.62
104.130,0.40,-0.50,-0.58
104.130,0.42,-0.52,-0.53
104.130,0.43,-0.54,-0.48
104.130,0.44,-0.55,-0.44
104.130,0.45,-0.56,-0.39
104.130,0.46,-0.56,-0.34
104.130,0.47,-0.56,-0.29
104.130,0.47,-0.54,-0.25
104.130,0.47,-0.52,-0.20
104.130,0.47,-0.50,-0.15
104.131,0.46,-0.48,-0.10
104.133,0.45,-0.46,-0.05
104.134,0.42,-0.45,-0.00
104.137,0.39,-0.44,0.04
104.139,0.35,-0.41,0.08
104.141,0.30,-0.39,0.13
104.144,0.26,-0.39,0.18
104.146,0.21,-0.38,0.22
104.148,0.16,-0.39,0.26
104.151,0.10,-0.40,0.31
104.153,0.04,-0.40,0.35
104.155,-0.02,-0.42,0.40
104.158,-0.07,-0.44,0.44
104.160,-0.12,-0.47,0.49
104.162,-0.17,-0.49,0.53
104.165,-0.22,-0.52,0.58
104.168,-0.26,-0.57,0.62
104.171,-0.30,-0.61,0.66
104.172,-0.35,-0.66,0.71
104.175,-0.38,-0.71,0.74
104.177,-0.40,-0.76,0.78
104.180,-0.44,-0.80,0.81
104.182,-0.46,-0.87,0.84
104.184,-0.48,-0.92,0.87
104.187,-0.51,-0.97,0.89
104.188,-0.53,-1.03,0.92
104.191,-0.54,-1.08,0.94
104.193,-0.56,-1.12,0.96
104.195,-0.59,-1.14,0.97
104.199,-0.61,-1.17,0.98
104.200,-0.63,-1.18,0.99
104.203,-0.65,-1.18,0.98
104.205,-0.68,-1.16,0.98
104.207,-0.71,-1.14,0.96
104.209,-0.73,-1.11,0.94
104.212,-0.77,-1.06,0.91
104.214,-0.79,-1.00,0.88
104.218,-0.82,-0.92,0.82
104.221,-0.83,-0.84,0.76
104.221,-0.84,-0.73,0.69
104.223,-0.83,-0.62,0.61
104.226,-0.81,-0.50,0.53
104.228,-0.79,-0.38,0.44
104.234,-0.74,-0.28,0.36
104.234,-0.68,-0.19,0.29
104.237,-0.61,-0.13,0.22
104.238,-0.54,-0.08,0.16
104.240,-0.48,-0.05,0.10
104.242,-0.40,-0.06,0.04
104.244,-0.32,-0.08,-0.02
104.268,-0.25,-0.10,-0.08
104.269,-0.16,-0.13,-0.14
104.269,-0.08,-0.17,-0.19
104.269,-0.00,-0.23,-0.24
104.270,0.09,-0.31,-0.30
104.270,0.18,-0.40,-0.35
104.270,0.28,-0.50,-0.40
104.270,0.40,-0.61,-0.46
104.270,0.52,-0.70,-0.51
104.270,0.62,-0.78,-0.55
104.270,0.73,-0.87,-0.59
104.272,0.83,-0.98,-0.62
104.274,0.90,-1.11,-0.65
104.277,0.96,-1.26,-0.67
104.279,0.96,-1.40,-0.68
104.281,0.96,-1.60,-0.67
104.283,0.92,-1.79,-0.65
104.289,0.86,-1.94,-0.62
104.289,0.79,-2.07,-0.59
104.290,0.74,-2.14,-0.54
104.293,0.68,-2.12,-0.49
104.295,0.64,-2.03,-0.45
104.298,0.59,-1.84,-0.40
104.300,0.55,-1.62,-0.36
104.302,0.54,-1.39,-0.29
104.304,0.52,-1.17,-0.22
104.307,0.49,-0.97,-0.12
104.309,0.48,-0.81,-0.00
104.312,0.44,-0.69,0.09
104.314,0.40,-0.66,0.18
104.316,0.32,-0.72,0.22
104.319,0.24,-0.86,0.23
104.321,0.12,-1.05,0.22
104.323,0.00,-1.29,0.20
104.325,-0.12,-1.51,0.16
104.328,-0.24,-1.71,0.10
104.330,-0.35,-1.81,0.02
104.332,-0.44,-1.82,-0.07
104.336,-0.50,-1.77,-0.16
104.337,-0.58,-1.62,-0.26
104.339,-0.63,-1.41,-0.34
104.342,-0.66,-1.14,-0.41
104.344,-0.69,-0.79,-0.45
104.347,-0.66,-0.48,-0.47
104.349,-0.61,-0.26,-0.45
104.351,-0.55,-0.15,-0.42
104.354,-0.50,-0.17,-0.40
104.356,-0.50,-0.29,-0.38
104.359,-0.56,-0.45,-0.35
104.360,-0.65,-0.62,-0.29
104.363,-0.76,-0.75,-0.24
104.368,-0.85,-0.80,-0.21
104.370,-0.89,-0.79,-0.21
104.377,-0.88,-0.74,-0.22
104.377,-0.82,-0.65,-0.24
104.378,-0.74,-0.54,-0.26
104.378,-0.64,-0.43,-0.27
104.379,-0.54,-0.29,-0.27
104.405,-0.44,-0.13,-0.26
104.406,-0.34,0.06,-0.23
104.406,-0.24,0.26,-0.21
104.406,-0.13,0.46,-0.17
104.406,-0.01,0.66,-0.12
104.407,0.10,0.84,-0.06
104.407,0.21,0.98,0.00
104.407,0.31,1.07,0.07
104.407,0.39,1.11,0.15
104.407,0.46,1.07,0.24
104.407,0.51,0.96,0.33
104.407,0.53,0.80,0.45
104.409,0.51,0.61,0.57
104.411,0.47,0.43,0.70
104.414,0.39,0.29,0.83
104.416,0.29,0.17,0.97
104.419,0.18,0.08,1.11
104.421,0.07,0.02,1.25
104.423,-0.03,-0.01,1.40
104.425,-0.14,-0.02,1.54
104.428,-0.24,-0.01,1.67
104.431,-0.32,0.02,1.77
104.432,-0.40,0.06,1.85
104.435,-0.48,0.12,1.91
104.437,-0.55,0.17,1.93
104.439,-0.61,0.24,1.93
104.441,-0.65,0.30,1.91
104.444,-0.69,0.35,1.86
104.447,-0.73,0.39,1.79
104.449,-0.76,0.41,1.72
104.452,-0.78,0.41,1.64
104.453,-0.81,0.39,1.56
104.456,-0.84,0.35,1.51
104.459,-0.87,0.32,1.46
104.460,-0.90,0.30,1.42
104.463,-0.92,0.29,1.40
104.465,-0.94,0.28,1.38
104.467,-0.98,0.29,1.37
104.470,-1.01,0.30,1.36
104.472,-1.03,0.31,1.35
104.474,-1.06,0.34,1.35
104.477,-1.09,0.36,1.34
104.479,-1.13,0.38,1.33
104.484,-1.15,0.39,1.33
104.485,-1.18,0.40,1.31
104.486,-1.20,0.42,1.31
104.488,-1.22,0.43,1.30
104.491,-1.25,0.44,1.30
104.493,-1.27,0.45,1.30
104.495,-1.30,0.43,1.30
104.520,-1.32,0.41,1.30
104.521,-1.33,0.43,1.31
104.521,-1.31,0.46,1.33
104.521,-1.28,0.52,1.35
104.521,-1.23,0.60,1.38
104.521,-1.17,0.67,1.39
104.522,-1.10,0.73,1.41
104.522,-1.04,0.78,1.43
104.522,-0.98,0.81,1.44
104.522,-0.94,0.84,1.45
104.522,-0.90,0.87,1.46
104.523,-0.87,0.89,1.46
104.525,-0.84,0.92,1.46
104.528,-0.82,0.94,1.46
104.530,-0.79,0.97,1.46
104.532,-0.77,1.02,1.45
104.535,-0.74,1.07,1.44
104.539,-0.71,1.13,1.43
104.539,-0.69,1.19,1.41
104.544,-0.66,1.27,1.39
104.544,-0.62,1.35,1.36
104.547,-0.58,1.44,1.33
104.549,-0.54,1.52,1.30
104.551,-0.50,1.60,1.27
104.555,-0.47,1.68,1.23
104.556,-0.43,1.74,1.20
104.559,-0.40,1.80,1.17
104.562,-0.38,1.84,1.15
104.566,-0.38,1.87,1.12
104.567,-0.36,1.89,1.10
104.568,-0.36,1.90,1.07
104.570,-0.35,1.90,1.05
104.572,-0.34,1.91,1.03
104.575,-0.35,1.92,1.01
104.577,-0.34,1.92,0.99
104.579,-0.35,1.94,0.97
104.581,-0.36,1.95,0.96
104.584,-0.37,1.98,0.94
104.587,-0.39,1.99,0.94
104.588,-0.40,2.01,0.93
104.590,-0.42,2.02,0.93
104.593,-0.42,2.02,0.93
104.595,-0.43,2.02,0.94
104.599,-0.44,2.01,0.94
104.600,-0.45,2.01,0.93
104.603,-0.45,2.00,0.94
104.605,-0.46,1.99,0.94
104.607,-0.48,1.96,0.94
104.609,-0.50,1.94,0.95
104.611,-0.52,1.91,0.95
104.614,-0.54,1.87,0.95
104.616,-0.56,1.83,0.96
104.619,-0.58,1.78,0.96
104.621,-0.60,1.73,0.97
104.623,-0.62,1.67,0.98
104.625,-0.63,1.61,0.98
104.628,-0.64,1.54,1.00
104.630,-0.66,1.49,1.00
104.636,-0.67,1.43,1.01
104.637,-0.68,1.37,1.03
104.639,-0.70,1.32,1.04
104.640,-0.70,1.26,1.05
104.642,-0.70,1.22,1.05
104.644,-0.71,1.19,1.06
104.647,-0.71,1.15,1.06
104.670,-0.71,1.13,1.07
104.670,-0.71,1.10,1.07
104.670,-0.71,1.10,1.07
104.670,-0.70,1.10,1.08
104.671,-0.71,1.11,1.08
104.671,-0.70,1.13,1.08
104.671,-0.70,1.15,1.08
104.671,-0.70,1.18,1.07
104.671,-0.70,1.20,1.07
104.671,-0.69,1.23,1.06
104.676,-0.69,1.26,1.06
104.676,-0.68,1.28,1.05
104.677,-0.67,1.31,1.03
104.680,-0.67,1.32,1.01
104.682,-0.66,1.33,0.97
104.684,-0.65,1.34,0.94
104.687,-0.64,1.33,0.90
104.692,-0.64,1.33,0.86
104.692,-0.64,1.32,0.81
104.693,-0.64,1.31,0.75
104.695,-0.65,1.29,0.69
104.699,-0.66,1.28,0.62
104.700,-0.67,1.26,0.55
104.703,-0.68,1.25,0.48
104.706,-0.70,1.22,0.41
104.707,-0.72,1.20,0.35
104.709,-0.73,1.17,0.29
104.711,-0.74,1.15,0.24
104.714,-0.75,1.12,0.19
104.716,-0.77,1.09,0.14
104.719,-0.77,1.05,0.11
104.722,-0.77,1.03,0.07
104.723,-0.76,1.01,0.05
104.725,-0.74,0.99,0.03
104.728,-0.71,0.98,0.02
104.730,-0.69,0.95,0.01
104.733,-0.66,0.93,0.01
104.735,-0.61,0.92,0.01
104.738,-0.58,0.88,0.01
104.740,-0.54,0.84,0.01
104.742,-0.49,0.82,0.02
104.744,-0.43,0.79,0.03
104.747,-0.37,0.74,0.04
104.749,-0.31,0.70,0.05
104.751,-0.23,0.66,0.05
104.754,-0.16,0.61,0.04
104.756,-0.09,0.57,0.04
104.759,-0.02,0.53,0.03
104.760,0.05,0.49,0.01
104.763,0.12,0.48,-0.02
104.769,0.18,0.46,-0.06
104.770,0.25,0.44,-0.11
104.773,0.33,0.42,-0.17
104.774,0.41,0.41,-0.25
104.775,0.50,0.41,-0.34
104.777,0.59,0.40,-0.44
104.780,0.68,0.40,-0.55
104.782,0.77,0.38,-0.65
104.802,0.84,0.35,-0.74
104.803,0.91,0.31,-0.81
104.803,0.97,0.28,-0.87
104.803,1.02,0.25,-0.93
104.803,1.07,0.23,-0.97
104.803,1.11,0.21,-1.00
104.803,1.15,0.19,-1.03
104.804,1.19,0.18,-1.06
104.804,1.23,0.17,-1.09
104.806,1.26,0.14,-1.12
104.807,1.29,0.11,-1.15
104.810,1.31,0.08,-1.18
104.813,1.34,0.05,-1.22
104.814,1.36,0.03,-1.25
104.817,1.37,0.02,-1.28
104.819,1.38,0.02,-1.32
104.821,1.38,0.03,-1.37
104.824,1.36,0.05,-1.43
104.827,1.34,0.06,-1.50
104.828,1.30,0.07,-1.58
104.830,1.26,0.07,-1.66
104.833,1.21,0.07,-1.73
104.835,1.15,0.06,-1.81
104.838,1.09,0.05,-1.88
104.840,1.04,0.02,-1.96
104.842,0.99,0.00,-2.03
104.844,0.97,-0.03,-2.09
104.847,0.94,-0.06,-2.14
104.849,0.92,-0.10,-2.18
104.851,0.92,-0.14,-2.22
104.855,0.92,-0.18,-2.24
104.856,0.94,-0.23,-2.24
104.859,0.97,-0.28,-2.23
104.860,1.02,-0.36,-2.19
104.863,1.08,-0.44,-2.14
104.865,1.13,-0.57,-2.06
104.870,1.23,-0.64,-1.96
104.870,1.35,-0.71,-1.85
104.872,1.48,-0.79,-1.72
104.874,1.61,-0.87,-1.58
104.877,1.75,-0.94,-1.45
104.880,1.89,-1.02,-1.33
104.882,2.02,-1.11,-1.21
104.885,2.14,-1.20,-1.10
104.890,2.24,-1.29,-1.00
104.891,2.32,-1.37,-0.91
104.891,2.38,-1.44,-0.82
104.893,2.41,-1.50,-0.74
104.895,2.42,-1.54,-0.67
104.898,2.40,-1.58,-0.61
104.904,2.37,-1.61,-0.55
104.904,2.32,-1.62,-0.50
104.905,2.26,-1.64,-0.45
104.907,2.20,-1.65,-0.41
104.909,2.15,-1.66,-0.38
104.912,2.10,-1.68,-0.36
104.914,2.07,-1.72,-0.35
104.916,2.05,-1.77,-0.34
104.919,2.05,-1.81,-0.34
104.921,2.05,-1.86,-0.35
104.923,2.06,-1.90,-0.35
104.926,2.07,-1.92,-0.36
104.928,2.06,-1.95,-0.37
104.930,2.04,-1.93,-0.39
104.933,2.01,-1.89,-0.42
104.935,1.98,-1.82,-0.45
104.937,1.94,-1.73,-0.48
104.940,1.91,-1.64,-0.54
104.942,1.86,-1.54,-0.59
104.945,1.82,-1.49,-0.63
104.947,1.77,-1.44,-0.68
104.949,1.69,-1.40,-0.72
104.952,1.61,-1.36,-0.76
104.954,1.51,-1.32,-0.80
104.956,1.39,-1.27,-0.84
104.959,1.27,-1.24,-0.88
104.960,1.13,-1.21,-0.91
104.963,1.00,-1.19,-0.93
104.966,0.86,-1.15,-0.95
104.967,0.74,-1.11,-0.96
104.970,0.64,-1.08,-0.97
104.972,0.54,-1.05,-0.99
104.974,0.45,-1.02,-1.02
104.977,0.36,-0.97,-1.06
104.979,0.29,-0.88,-1.09
104.981,0.21,-0.76,-1.13
104.984,0.16,-0.64,-1.15
104.986,0.12,-0.55,-1.17
104.988,0.07,-0.45,-1.18
104.991,0.04,-0.37,-1.19
104.993,0.01,-0.30,-1.21
104.995,-0.01,-0.22,-1.22
104.998,-0.03,-0.17,-1.22
105.001,-0.05,-0.16,-1.23
105.005,-0.07,-0.13,-1.23
105.006,-0.08,-0.15,-1.23
105.007,-0.11,-0.17,-1.23
105.010,-0.13,-0.20,-1.22
105.012,-0.14,-0.23,-1.21
105.014,-0.15,-0.25,-1.20
105.017,-0.14,-0.26,-1.20
105.019,-0.12,-0.28,-1.19
105.021,-0.11,-0.27,-1.18
105.023,-0.08,-0.28,-1.16
105.026,-0.05,-0.28,-1.15
105.028,-0.02,-0.27,-1.12
105.031,0.02,-0.29,-1.09
105.033,0.07,-0.33,-1.05
105.035,0.11,-0.36,-1.01
105.038,0.15,-0.41,-0.97
105.040,0.19,-0.45,-0.94
105.044,0.23,-0.50,-0.90
105.044,0.27,-0.55,-0.86
105.046,0.30,-0.60,-0.82
105.049,0.33,-0.64,-0.78
105.052,0.37,-0.68,-0.73
105.054,0.39,-0.71,-0.69
105.056,0.42,-0.74,-0.64
105.059,0.46,-0.77,-0.59
105.060,0.48,-0.82,-0.53
105.063,0.51,-0.85,-0.48
105.065,0.53,-0.87,-0.43
105.067,0.55,-0.90,-0.37
105.070,0.55,-0.91,-0.30
105.072,0.55,-0.93,-0.25
105.074,0.55,-0.94,-0.21
105.077,0.54,-0.94,-0.16
105.080,0.52,-0.92,-0.11
105.082,0.50,-0.90,-0.07
105.084,0.47,-0.87,-0.02
105.086,0.44,-0.84,0.02
105.089,0.40,-0.80,0.06
105.091,0.38,-0.77,0.11
105.093,0.35,-0.74,0.15
105.096,0.30,-0.70,0.19
105.098,0.27,-0.66,0.23
105.102,0.23,-0.61,0.27
105.110,0.18,-0.59,0.31
105.110,0.14,-0.57,0.35
105.110,0.11,-0.54,0.38
105.110,0.06,-0.51,0.42
105.112,0.03,-0.52,0.46
105.118,-0.00,-0.52,0.50
105.119,-0.04,-0.53,0.54
105.119,-0.09,-0.54,0.58
105.121,-0.12,-0.57,0.62
105.124,-0.14,-0.61,0.66
105.126,-0.17,-0.64,0.70
105.128,-0.20,-0.69,0.75
105.130,-0.24,-0.72,0.78
105.133,-0.25,-0.77,0.82
105.135,-0.28,-0.82,0.86
105.137,-0.30,-0.87,0.89
105.140,-0.33,-0.89,0.91
105.142,-0.33,-0.96,0.94
105.144,-0.35,-1.00,0.96
105.147,-0.38,-1.03,0.98
105.149,-0.40,-1.06,1.00
105.152,-0.43,-1.07,1.02
105.154,-0.45,-1.06,1.03
105.156,-0.47,-1.07,1.03
105.160,-0.50,-1.07,1.02
105.161,-0.53,-1.03,1.01
105.163,-0.54,-1.01,1.00
105.165,-0.56,-0.96,0.97
105.168,-0.58,-0.89,0.94
105.170,-0.60,-0.80,0.89
105.172,-0.59,-0.74,0.83
105.175,-0.60,-0.66,0.76
105.177,-0.60,-0.57,0.68
105.179,-0.60,-0.48,0.60
105.182,-0.56,-0.43,0.52
105.184,-0.55,-0.34,0.43
105.186,-0.52,-0.27,0.36
105.188,-0.47,-0.24,0.28
105.191,-0.41,-0.21,0.21
105.193,-0.37,-0.20,0.14
105.195,-0.30,-0.21,0.06
105.198,-0.23,-0.21,-0.02
105.200,-0.16,-0.23,-0.10
105.202,-0.09,-0.26,-0.17
105.205,-0.01,-0.31,-0.25
105.207,0.08,-0.38,-0.32
105.210,0.17,-0.45,-0.39
105.212,0.28,-0.55,-0.47
105.214,0.40,-0.65,-0.54
105.223,0.54,-0.75,-0.62
105.224,0.69,-0.83,-0.68
105.224,0.83,-0.89,-0.75
105.224,0.97,-0.98,-0.80
105.226,1.10,-1.06,-0.85
105.228,1.19,-1.16,-0.88
105.231,1.25,-1.29,-0.90
105.233,1.25,-1.45,-0.91
105.238,1.22,-1.63,-0.90
105.241,1.16,-1.79,-0.87
105.242,1.08,-1.92,-0.84
105.242,0.98,-1.99,-0.80
105.244,0.88,-1.98,-0.75
105.247,0.79,-1.90,-0.69
105.251,0.69,-1.78,-0.63
105.252,0.63,-1.62,-0.56
105.254,0.59,-1.47,-0.46
105.256,0.55,-1.33,-0.36
105.260,0.54,-1.22,-0.23
105.261,0.51,-1.10,-0.09
105.263,0.46,-1.05,0.04
105.266,0.39,-1.06,0.14
105.268,0.29,-1.24,0.18
105.270,0.17,-1.51,0.20
105.273,0.03,-1.84,0.20
105.275,-0.13,-2.15,0.17
105.278,-0.26,-2.41,0.13
105.280,-0.38,-2.51,0.06
105.282,-0.45,-2.54,-0.01
105.289,-0.53,-2.41,-0.09
105.289,-0.57,-2.19,-0.18
105.290,-0.61,-1.87,-0.27
105.294,-0.63,-1.47,-0.36
105.294,-0.64,-1.03,-0.43
105.296,-0.66,-0.61,-0.48
105.298,-0.67,-0.30,-0.48
105.304,-0.66,-0.17,-0.42
105.305,-0.67,-0.23,-0.35
105.305,-0.70,-0.39,-0.28
105.307,-0.76,-0.58,-0.24
105.310,-0.84,-0.72,-0.21
105.312,-0.90,-0.81,-0.20
105.314,-0.92,-0.81,-0.20
105.317,-0.89,-0.76,-0.21
105.319,-0.82,-0.68,-0.24
105.321,-0.73,-0.58,-0.28
105.324,-0.64,-0.49,-0.31
105.326,-0.57,-0.37,-0.34
105.328,-0.52,-0.23,-0.35
105.331,-0.46,-0.07,-0.34
105.333,-0.39,0.11,-0.32
105.335,-0.29,0.29,-0.30
105.338,-0.19,0.44,-0.27
105.341,-0.08,0.57,-0.22
105.342,0.02,0.64,-0.14
105.345,0.11,0.67,-0.05
105.347,0.16,0.64,0.06
105.349,0.18,0.56,0.17
105.352,0.17,0.46,0.29
105.354,0.13,0.34,0.42
105.356,0.07,0.23,0.56
105.360,-0.01,0.15,0.70
105.361,-0.09,0.10,0.85
105.363,-0.16,0.08,0.99
105.365,-0.24,0.08,1.11
105.368,-0.31,0.12,1.24
105.370,-0.36,0.17,1.36
105.373,-0.40,0.23,1.46
105.376,-0.43,0.28,1.56
105.378,-0.45,0.33,1.64
105.380,-0.45,0.37,1.71
105.382,-0.46,0.41,1.76
105.384,-0.46,0.45,1.78
105.393,-0.47,0.49,1.79
105.394,-0.48,0.52,1.77
105.401,-0.48,0.53,1.74
105.401,-0.49,0.53,1.70
105.401,-0.50,0.50,1.65
105.401,-0.52,0.47,1.59
105.429,-0.55,0.42,1.53
105.430,-0.59,0.36,1.47
105.430,-0.62,0.30,1.42
105.430,-0.67,0.25,1.39
105.430,-0.71,0.21,1.36
105.431,-0.75,0.19,1.34
105.431,-0.79,0.20,1.32
105.431,-0.83,0.22,1.32
105.431,-0.87,0.25,1.31
105.432,-0.92,0.29,1.31
105.432,-0.95,0.31,1.31
105.432,-0.98,0.34,1.31
105.432,-1.02,0.37,1.30
105.432,-1.05,0.39,1.31
105.434,-1.07,0.40,1.31
105.436,-1.09,0.40,1.31
105.439,-1.11,0.40,1.32
105.442,-1.12,0.39,1.32
105.443,-1.14,0.38,1.32
105.447,-1.15,0.36,1.32
105.447,-1.15,0.37,1.32
105.449,-1.14,0.38,1.33
105.451,-1.11,0.41,1.35
105.454,-1.08,0.44,1.35
105.457,-1.02,0.50,1.36
105.460,-0.96,0.57,1.36
105.461,-0.87,0.65,1.35
105.463,-0.78,0.74,1.35
105.465,-0.69,0.83,1.33
105.468,-0.59,0.94,1.30
105.470,-0.48,1.06,1.28
105.473,-0.39,1.15,1.29
105.476,-0.33,1.21,1.32
105.478,-0.29,1.23,1.37
105.480,-0.27,1.23,1.40
105.482,-0.24,1.22,1.41
105.484,-0.24,1.22,1.40
105.491,-0.25,1.23,1.37
105.492,-0.25,1.27,1.34
105.492,-0.25,1.34,1.31
105.494,-0.25,1.42,1.28
105.496,-0.24,1.52,1.26
105.499,-0.22,1.60,1.24
105.501,-0.22,1.67,1.22
105.528,-0.20,1.73,1.18
105.529,-0.17,1.79,1.12
105.529,-0.12,1.86,1.07
105.529,-0.10,1.90,1.06
105.529,-0.09,1.93,1.07
105.529,-0.10,1.93,1.07
105.529,-0.12,1.92,1.07
105.530,-0.14,1.92,1.06
105.530,-0.17,1.93,1.04
105.530,-0.19,1.95,1.02
105.530,-0.21,1.98,1.00
105.530,-0.23,2.01,0.99
105.531,-0.24,2.05,0.97
105.533,-0.25,2.07,0.96
105.535,-0.26,2.09,0.96
105.538,-0.27,2.12,0.94
105.541,-0.28,2.14,0.93
105.543,-0.29,2.15,0.91
105.545,-0.29,2.16,0.91
105.547,-0.30,2.17,0.91
105.549,-0.32,2.17,0.92
105.551,-0.33,2.17,0.93
105.554,-0.34,2.16,0.94
105.556,-0.36,2.16,0.96
105.560,-0.39,2.15,0.98
105.561,-0.42,2.12,0.99
105.563,-0.44,2.10,0.99
105.566,-0.47,2.08,1.00
105.568,-0.50,2.06,1.01
105.570,-0.52,2.04,1.02
105.573,-0.55,2.02,1.02
105.575,-0.57,2.00,1.02
105.578,-0.58,1.97,1.02
105.580,-0.60,1.92,1.02
105.582,-0.60,1.89,1.03
105.584,-0.60,1.86,1.04
105.591,-0.60,1.82,1.05
105.591,-0.61,1.79,1.07
105.592,-0.61,1.74,1.08
105.594,-0.62,1.71,1.08
105.596,-0.63,1.66,1.08
105.598,-0.63,1.62,1.08
105.601,-0.63,1.58,1.07
105.629,-0.62,1.54,1.06
105.630,-0.62,1.50,1.05
105.630,-0.61,1.47,1.04
105.630,-0.60,1.44,1.03
105.630,-0.59,1.42,1.01
105.630,-0.58,1.41,0.99
105.631,-0.57,1.40,0.98
105.631,-0.55,1.39,0.97
105.631,-0.54,1.39,0.96
105.631,-0.53,1.39,0.93
105.631,-0.52,1.39,0.91
105.631,-0.51,1.40,0.89
105.631,-0.50,1.40,0.87
105.633,-0.50,1.40,0.84
105.635,-0.50,1.40,0.81
105.638,-0.49,1.39,0.78
105.640,-0.50,1.40,0.74
105.645,-0.50,1.41,0.70
105.645,-0.51,1.42,0.66
105.647,-0.51,1.43,0.63
105.649,-0.52,1.44,0.59
105.652,-0.53,1.44,0.55
105.654,-0.55,1.45,0.50
105.656,-0.56,1.45,0.45
105.660,-0.58,1.47,0.41
105.661,-0.60,1.47,0.36
105.663,-0.61,1.46,0.30
105.666,-0.63,1.44,0.25
105.668,-0.65,1.43,0.21
105.670,-0.67,1.40,0.17
105.673,-0.68,1.37,0.14
105.676,-0.69,1.33,0.11
105.678,-0.69,1.31,0.09
105.681,-0.68,1.28,0.07
105.682,-0.67,1.25,0.06
105.684,-0.65,1.21,0.05
105.688,-0.62,1.17,0.05
105.689,-0.60,1.13,0.04
105.691,-0.57,1.08,0.03
105.694,-0.53,1.02,0.02
105.696,-0.49,0.96,0.02
105.698,-0.44,0.90,0.02
105.701,-0.38,0.83,0.02
105.703,-0.32,0.76,0.02
105.705,-0.27,0.70,0.02
105.709,-0.20,0.62,0.02
105.710,-0.12,0.54,0.01
105.712,-0.04,0.47,0.01
105.714,0.03,0.40,-0.01
105.717,0.09,0.35,-0.03
105.724,0.17,0.29,-0.05
105.724,0.25,0.26,-0.09
105.725,0.33,0.22,-0.13
105.726,0.41,0.19,-0.19
105.729,0.51,0.16,-0.26
105.731,0.59,0.13,-0.33
105.733,0.68,0.09,-0.41
105.736,0.75,0.06,-0.48
105.763,0.81,0.03,-0.54
105.763,0.87,-0.01,-0.60
105.764,0.92,-0.03,-0.66
105.764,0.96,-0.04,-0.71
105.764,0.99,-0.04,-0.76
105.764,1.02,-0.04,-0.81
105.764,1.05,-0.03,-0.85
105.765,1.08,-0.01,-0.91
105.765,1.11,0.01,-0.95
105.765,1.14,0.03,-0.99
105.765,1.16,0.05,-1.02
105.766,1.18,0.07,-1.04
105.767,1.21,0.08,-1.06
105.768,1.24,0.08,-1.08
105.771,1.26,0.06,-1.11
105.773,1.27,0.06,-1.14
105.778,1.26,0.07,-1.19
105.781,1.27,0.05,-1.25
105.781,1.26,0.04,-1.32
105.782,1.24,0.04,-1.41
105.784,1.23,0.05,-1.51
105.787,1.20,0.05,-1.62
105.789,1.16,0.07,-1.74
105.793,1.12,0.10,-1.87
105.794,1.09,0.12,-1.99
105.796,1.06,0.15,-2.11
105.798,1.02,0.18,-2.22
105.801,0.99,0.19,-2.32
105.803,0.96,0.22,-2.40
